CNT,CNTSCHID,REGION,STRATUM,LOC,COMP,SCSIZE,SC002Q01TA,SC002Q02TA,STRATIO,TOTAT,STUBI,TEABI,RESSI,STAFI,total_homework_time,CPERIODS,SCIENCE,READING,MATH,mean_reading_attitude,mean_science_attitude,mean_math_attitude
CZE,20300298,20300,CZE07,0,3,146,86,60,11.68,12.5,2,1.6,1.75,2.25,1.8333333333333333,29.833333333333332,416.26641666666666,406.5840666666667,391.76436666666666,1.7777777777777777,2,1.9444444444444444
CZE,20300299,20300,CZE06,0,1,120,58,62,11.4286,10.5,2.4,2.2,1.5,2.25,2,21,434.85773333333333,435.37091666666663,403.92133333333334,2.5555555555555554,2.8333333333333335,1.8333333333333335
CZE,20300301,20300,CZE31,1,1,305,150,155,8.9706,34,2,1.2,2,1,1.1666666666666667,33.333333333333336,491.28006666666664,486.55828333333335,456.3698,2.4444444444444446,2.388888888888889,2.2777777777777777
CZE,20300302,20300,CZE31,1,1,582,552,30,14.3704,40.5,2,2,2,2.5,3,31.625,445.17735,397.7541375,435.2035125,2.4166666666666665,2.4583333333333335,2.375
CZE,20300303,20300,CZE30,1,1,870,655,215,20.2326,43,2.6,1.6,1.5,2.5,1.9523809523809523,31.857142857142858,475.7089238095238,474.52738095238095,438.1638,2.7142857142857144,2.746031746031746,2.0634920634920637
CZE,20300304,20300,CZE30,1,1,1910,847,1063,24.6452,77.5,1.6,1.2,2.25,2.25,1.8846153846153846,31.03846153846154,518.6771384615384,501.9523038461538,478.70678846153845,2.7948717948717947,2.3846153846153846,2.6153846153846154
CZE,20300305,20300,CZE11,0,1,173,100,73,10.4848,16.5,1.8,2.4,2.5,2.25,1.6666666666666667,22.333333333333332,407.9699,425.5079666666667,429.59413333333333,2.6666666666666665,2.888888888888889,2.666666666666667
CZE,20300306,20300,CZE05,0,2,469,250,219,15.6333,30,2.2,2.4,2,2.25,1.6470588235294117,25.058823529411764,455.5948941176471,427.5198235294118,428.6038294117647,2.549019607843137,2.5098039215686274,2.4901960784313726
CZE,20300307,20300,CZE31,1,1,540,159,381,9.7297,55.5,2.4,2,1.25,2.75,2.2,37.4,410.10554,389.36264,431.07678,2.066666666666667,2.466666666666667,2.533333333333333
CZE,20300308,20300,CZE19,1,1,621,276,345,12.42,50,2,1.8,1.25,1.5,2.4054054054054053,35,564.4333621621622,562.6222297297297,555.4187054054054,3.027027027027027,2.981981981981982,2.5045045045045047
CZE,20300309,20300,CZE03,0,3,224,107,117,16,14,2.4,2.2,2.75,2,2,25.666666666666668,507.37651666666665,493.0119833333333,491.6331833333333,2.611111111111111,3,2.888888888888889
CZE,20300310,20300,CZE29,0,1,569,282,287,11.732,48.5,2,2.2,1,2,3.3333333333333335,36.94444444444444,572.27495,564.2628833333333,553.4139722222222,2.759259259259259,2.574074074074074,2.555555555555556
CZE,20300311,20300,CZE05,1,1,395,200,195,15.1923,26,2,1.2,1.5,1.25,2.1875,29.5625,389.291775,411.30516875,387.59080625,2.7708333333333335,3.0625,2.1666666666666665
CZE,20300312,20300,CZE30,1,1,130,60,70,14.4444,9,1.4,1,1,1,1.8888888888888888,29.166666666666668,500.5011333333333,509.1106111111111,473.30859444444445,2.5925925925925926,2.7962962962962963,2.388888888888889
CZE,20300313,20300,CZE16,0,1,321,128,193,11.4643,28,1.6,2,2.5,2.75,1.9473684210526316,32.31578947368421,599.3809789473684,613.7746578947368,594.2537684210527,3.0526315789473686,2.6491228070175437,2.8596491228070176
CZE,20300314,20300,CZE07,0,3,494,339,155,19,26,1.8,1.4,1,1,1.4615384615384615,27.384615384615383,414.1115923076923,428.24242307692305,430.7993846153846,2.641025641025641,2.641025641025641,2.5384615384615383
CZE,20300315,20300,CZE24,0,1,318,136,182,11.7778,27,2,1.8,2,1.75,2.0555555555555554,28.5,577.7947111111112,577.8755944444445,561.8258222222222,2.425925925925926,3.1666666666666665,2.462962962962963
CZE,20300316,20300,CZE02,0,3,303,140,163,NA,NA,1.8,2,1,2.75,2.1,27.75,462.14422,450.28645,458.87190499999997,2.7333333333333334,2.7666666666666666,2.2666666666666666
CZE,20300317,20300,CZE29,1,1,287,137,150,8.4412,34,2.8,2.6,3,3.25,2.888888888888889,31.77777777777778,604.8395777777778,600.8170555555555,568.8632777777777,2.888888888888889,2.6666666666666665,2.2962962962962963
CZE,20300318,20300,CZE31,0,1,331,317,14,9.8806,33.5,1.6,1.8,1,2,2,30,449.84097777777777,427.7641888888889,441.07326666666665,2.2592592592592595,2.3333333333333335,2.5925925925925926
CZE,20300319,20300,CZE05,0,1,275,121,154,14.4737,19,2,1.8,1,2.25,1.5,9.375,389.50085,395.976325,382.9598375,2.7916666666666665,2.875,2.4166666666666665
CZE,20300320,20300,CZE05,0,2,189,99,90,14,13.5,1.8,2,2.75,3,1,28.4,451.06906,425.0637,435.87372,2.8666666666666667,3,2.6
CZE,20300321,20300,CZE12,0,1,290,152,138,14.5,20,1.8,1.6,2.75,1,2.5,25.25,462.07765,461.8615916666667,447.60924166666666,2.75,2.1666666666666665,2.0833333333333335
CZE,20300322,20300,CZE12,0,1,427,200,227,10.1667,42,2,1.6,2.25,1,1.8,31.4,500.18162,464.38212,481.88778,2.8,2.933333333333333,2.6
CZE,20300323,20300,CZE03,0,3,250,142,108,15.1515,16.5,3.6,1.6,3,1.5,2.3333333333333335,29.333333333333332,495.8498666666667,483.92743333333334,527.4064,3,2.6666666666666665,2.888888888888889
CZE,20300324,20300,CZE20,0,1,382,156,226,10.1867,37.5,1.8,2.2,2.5,1.5,2.3181818181818183,31.40909090909091,577.2517636363636,554.6776954545454,558.1811318181818,2.6818181818181817,2.6363636363636362,2.8484848484848486
CZE,20300325,20300,CZE27,0,1,455,307,148,16.5455,27.5,2.2,2.4,2,2.75,2.764705882352941,31.823529411764707,563.8650705882353,537.2966235294118,531.5435764705883,2.607843137254902,3.156862745098039,2.5686274509803924
CZE,20300326,20300,CZE20,1,1,362,148,214,11.6774,31,2.2,2.8,3,2.25,2.12,32.56,581.722824,552.7135480000001,563.443992,3.066666666666667,2.7066666666666666,2.8266666666666667
CZE,20300327,20300,CZE06,1,1,680,331,349,14.9451,45.5,1.8,1.6,2.25,3.25,2.6470588235294117,31,524.7359176470588,526.0007764705882,514.584305882353,2.9411764705882355,2.823529411764706,2.8627450980392157
CZE,20300328,20300,CZE04,1,1,719,341,378,15.6304,46,1.8,2,2,2.75,2.4782608695652173,28.782608695652176,504.6489217391304,504.2753913043478,489.07574347826085,2.5652173913043477,2.927536231884058,2.7971014492753623
CZE,20300329,20300,CZE30,1,1,460,418,42,9.7872,47,2,1.4,3,1.25,3.1578947368421053,35.73684210526316,550.3200631578948,524.5802105263158,536.4327052631579,2.6666666666666665,2.6315789473684212,2.5964912280701755
CZE,20300330,20300,CZE06,1,3,717,329,388,16.1124,44.5,2,1,3,2,2.5925925925925926,27.77777777777778,473.8591592592593,470.10834814814814,479.7221,2.765432098765432,2.876543209876543,2.740740740740741
CZE,20300332,20300,CZE01,0,3,645,321,324,16.9737,38,1.8,2.2,1.5,2.5,2.4444444444444446,30.444444444444443,497.64095,474.4685666666667,476.63155,2.814814814814815,2.851851851851852,2.3333333333333335
CZE,20300333,20300,CZE12,0,3,228,123,105,12.6667,18,1.8,1.4,1.5,1.5,1.8333333333333333,20,369.9261,383.24396666666667,376.83535,2.7777777777777777,2.7222222222222223,2.7222222222222223
CZE,20300335,20300,CZE31,1,2,789,293,496,12.1385,65,2.4,1.2,2.25,2,1.8,20.7,390.60197,389.75717,394.94369,2.2666666666666666,2.2333333333333334,2.1
CZE,20300336,20300,CZE06,0,3,230,128,102,12.1053,19,1.6,1.2,1.25,1.75,1.75,28.25,442.711275,450.0875,456.922725,3.1666666666666665,2.75,2.0833333333333335
CZE,20300337,20300,CZE31,1,2,160,48,112,8.2051,19.5,1.6,1.6,2,2,1.6666666666666667,23.333333333333332,381.6345,388.3508,380.9982333333333,2.888888888888889,2.7777777777777777,2.6666666666666665
CZE,20300338,20300,CZE29,1,1,755,330,425,11.3534,66.5,1.6,2.2,3.25,3.5,2.6176470588235294,32.029411764705884,576.0959705882353,581.1091941176471,556.2503911764705,2.7450980392156863,2.696078431372549,2.764705882352941
CZE,20300339,20300,CZE14,1,3,205,119,86,11.0811,18.5,1.8,1.4,1.75,1.75,1.6666666666666667,24.166666666666668,487.92645,441.6451166666667,453.71163333333334,2.4444444444444446,2.666666666666667,2.5
CZE,20300340,20300,CZE02,1,2,395,179,216,14.9057,26.5,2.4,2,1.5,2.25,1.9166666666666667,29.583333333333332,441.698675,444.19590833333336,441.75875,2.666666666666667,2.7777777777777777,2.361111111111111
CZE,20300341,20300,CZE30,1,1,416,314,102,9.7882,42.5,2,1.8,1.75,1.5,2.4545454545454546,32.63636363636363,506.91153333333335,509.7887333333333,510.4733303030303,2.727272727272727,2.919191919191919,2.595959595959596
CZE,20300342,20300,CZE13,1,1,161,79,82,16.1,10,1.6,1.8,3,2,2,23,521.5108,533.0656,522.8989,2.6666666666666665,2.5555555555555554,2.4444444444444446
CZE,20300343,20300,CZE03,0,3,83,46,37,7.9048,10.5,2,1.6,1,2.25,2.25,24.75,479.821775,432.351625,474.78085,2.5833333333333335,2.416666666666667,2.166666666666667
CZE,20300344,20300,CZE04,1,1,479,250,229,16.807,28.5,1.8,1.2,1.25,1.75,2.4285714285714284,27,480.5971642857143,481.9177142857143,451.3475785714286,2.761904761904762,3.119047619047619,2.6666666666666665
CZE,20300345,20300,CZE14,1,3,272,136,136,13.9487,19.5,2,2.6,3.5,2.75,1.6666666666666667,32,541.7779333333333,550.1843444444445,549.1886777777778,2.814814814814815,3.111111111111111,2.4444444444444446
CZE,20300346,20300,CZE03,0,2,334,189,145,13.098,25.5,2.2,2,2.25,2.5,1.6470588235294117,27.176470588235293,464.1004176470588,459.1351352941177,455.4715764705883,2.627450980392157,2.980392156862745,2.235294117647059
CZE,20300347,20300,CZE30,0,1,731,657,74,11.2462,65,2.6,2.4,1,2.25,1.3714285714285714,31.514285714285716,484.66154,479.3920428571429,480.77429714285716,2.552380952380952,2.5904761904761906,2.4857142857142858
CZE,20300348,20300,CZE02,0,3,782,372,410,18.619,42,2.6,2.8,2,2.25,1.6521739130434783,29.391304347826086,514.7156434782609,501.76615652173916,519.1188,2.7681159420289854,2.739130434782609,2.5942028985507246
CZE,20300349,20300,CZE14,0,2,382,200,182,12.7333,30,2.4,1.4,1.5,1,1.9166666666666667,30.083333333333332,470.8466583333333,452.065425,455.38835,3.0277777777777777,2.861111111111111,2.8055555555555554
CZE,20300350,20300,CZE30,1,1,364,333,31,9.4545,38.5,1.8,1.8,2.75,2.25,2,32.4,539.476235,525.7589,556.50108,2.433333333333333,2.6166666666666667,2.6
CZE,20300351,20300,CZE06,0,2,296,155,141,13.7674,21.5,1.6,1.4,2,1,1.5,14.9,418.3241,398.94699,403.81133,2.7333333333333334,2.7333333333333334,2.9
CZE,20300352,20300,CZE30,0,1,400,300,100,NA,NA,2.4,2.4,2,3,2.1818181818181817,30.09090909090909,460.8820909090909,430.77340909090907,455.6893090909091,2.5757575757575757,2.5454545454545454,2.272727272727273
CZE,20300353,20300,CZE31,1,1,522,91,431,9.6667,54,2,1.4,2.25,2,2.7142857142857144,31.142857142857142,442.7390857142857,436.0846142857143,391.57464285714286,2.428571428571429,2.619047619047619,2.0952380952380953
CZE,20300354,20300,CZE07,1,2,382,193,189,13.8909,27.5,1.4,2.2,2.5,1.75,1.55,29.45,474.804975,466.347285,468.880205,2.85,2.4833333333333334,2.6166666666666667
CZE,20300355,20300,CZE06,1,2,576,268,308,NA,NA,1.6,1.2,1.25,2.25,1.2666666666666666,32.333333333333336,427.0312533333333,443.69976,414.83592,2.8444444444444446,2.511111111111111,2.311111111111111
CZE,20300356,20300,CZE03,1,3,632,315,317,16,39.5,1.8,2.2,1.5,2.25,1.8695652173913044,27.695652173913043,520.8716130434783,506.6702608695652,498.9568043478261,2.5072463768115942,2.753623188405797,2.6231884057971016
CZE,20300357,20300,CZE14,1,1,445,226,219,14.5902,30.5,1.8,1.4,1,1.75,2.2857142857142856,28.714285714285715,502.41884285714286,497.19207142857147,474.5778285714286,2.666666666666667,3.0952380952380953,2.761904761904762
CZE,20300358,20300,CZE02,0,2,870,440,430,17.5758,49.5,2,1.4,2.25,2,2.1515151515151514,29.78787878787879,516.4069363636363,503.82260606060606,512.5331272727273,2.5757575757575757,2.7777777777777777,2.8181818181818183
CZE,20300359,20300,CZE15,1,1,444,214,230,12.3333,36,1.6,2.2,2.25,2.25,2.35,32.675,634.9099425,602.9473225,614.4846025,2.575,2.6333333333333333,2.566666666666667
CZE,20300360,20300,CZE29,0,1,351,139,212,12.3158,28.5,1.6,2,2,1.75,2.4375,34.75,541.826025,563.088425,522.639525,3.1458333333333335,2.75,2.2708333333333335
CZE,20300361,20300,CZE14,0,2,526,277,249,14.411,36.5,2.6,2.6,2,2.25,1.4285714285714286,26.142857142857142,440.9451,425.8964857142857,454.44149999999996,2.6666666666666665,2.761904761904762,2.619047619047619
CZE,20300362,20300,CZE02,1,3,721,374,347,17.5854,41,1.4,1.4,1.25,2,1.72,29.32,527.543984,511.35578400000003,522.307132,2.88,2.8533333333333335,2.88
CZE,20300363,20300,CZE31,0,1,266,132,134,8.8667,30,2,2.4,2.5,2.5,1.5555555555555556,21.77777777777778,431.68753333333336,438.62803333333335,412.4092111111111,2.5555555555555554,2.2222222222222223,2.3703703703703702
CZE,20300364,20300,CZE29,1,1,708,287,421,11.7025,60.5,1.4,2,2.5,1.25,2.230769230769231,33.256410256410255,589.0336153846154,580.1351641025641,569.845841025641,2.7606837606837606,2.717948717948718,2.341880341880342
CZE,20300365,20300,CZE30,1,3,165,19,146,4.9254,33.5,1,1,1,1,1.75,41.125,524.6860375,536.433225,487.108425,3.0833333333333335,3,2.6666666666666665
CZE,20300366,20300,CZE14,0,1,722,387,335,14.7347,49,2,2.2,1.5,2.25,2.2962962962962963,23.77777777777778,429.5609592592593,419.9072037037037,436.01755185185186,2.4691358024691357,2.6049382716049383,2.197530864197531
CZE,20300367,20300,CZE29,0,2,120,43,77,9.2308,13,1.6,1.6,1.75,1.75,1.6363636363636365,35.90909090909091,617.3541727272727,604.7014,591.1431909090909,2.6666666666666665,2.878787878787879,2.5454545454545454
CZE,20300368,20300,CZE02,0,3,1051,536,515,NA,NA,2.4,2.4,1.5,3.5,1.8,29.95,496.70534,483.19322,490.629285,2.966666666666667,2.3833333333333333,2.6166666666666667
CZE,20300369,20300,CZE08,1,3,323,183,140,12.92,25,2.2,2.4,2.5,1.75,1.6666666666666667,26,401.7180666666667,398.0737,404.0016,2.7777777777777777,2.5555555555555554,2.6666666666666665
CZE,20300370,20300,CZE14,1,1,506,291,215,14.4571,35,2,2.6,1.5,3.25,1.7894736842105263,32.73684210526316,491.4229315789474,495.35282631578946,496.5374263157895,2.6666666666666665,2.789473684210526,2.473684210526316
CZE,20300371,20300,CZE16,1,3,352,160,192,11.3548,31,1.2,2,1.5,2.25,2.6296296296296298,33.22222222222222,643.6694481481481,610.7802555555555,633.9492740740741,2.728395061728395,2.765432098765432,3.0987654320987654
CZE,20300372,20300,CZE11,1,3,384,204,180,11.6364,33,2.2,1.4,1,1.25,2,31.857142857142858,490.6143,465.08507142857144,472.38970714285716,2.5952380952380953,3.3095238095238093,2.7142857142857144
CZE,20300373,20300,CZE06,0,2,310,176,134,12.6531,24.5,1.8,1.2,1,2.25,2,22.875,434.061975,424.7191125,419.22407499999997,2.3333333333333335,2.7916666666666665,2
CZE,20300374,20300,CZE11,0,2,217,118,99,16.6923,13,2.2,2.4,2.25,2.25,1.5,23.9,480.26155,471.81387,468.31214,2.8333333333333335,3.033333333333333,2.466666666666667
CZE,20300375,20300,CZE13,0,3,574,297,277,15.3067,37.5,2.2,2.2,2.5,2.5,1.4545454545454546,26.636363636363637,474.22809545454544,459.2356136363636,483.0129090909091,2.4696969696969697,2.5,2.4393939393939394
CZE,20300376,20300,CZE29,1,1,488,182,306,11.2184,43.5,2.2,3,2.75,1,2.923076923076923,30.73076923076923,543.6812692307692,559.8610653846154,556.6080846153847,2.6025641025641026,2.5256410256410255,2.41025641025641
CZE,20300377,20300,CZE30,1,1,211,23,188,8.44,25,1.4,1.8,2,1,2.217391304347826,30.782608695652176,524.0274043478261,517.707847826087,503.1633695652174,2.753623188405797,2.7971014492753623,2.4057971014492754
CZE,20300378,20300,CZE30,1,1,303,125,178,12.8936,23.5,1.8,1.8,2,1.75,2,32.458333333333336,487.0623166666667,504.404775,492.8599041666667,2.4583333333333335,2.388888888888889,2.5
CZE,20300379,20300,CZE30,1,1,757,258,499,9.1758,82.5,2.4,1.8,1.5,1.25,1.7714285714285714,26.2,473.8267457142857,464.6804142857143,452.5174914285714,2.7142857142857144,2.7904761904761903,2.276190476190476
CZE,20300380,20300,CZE09,1,3,637,303,334,17.9437,35.5,2.4,2,2.25,1,2.2666666666666666,30.7,460.28478666666666,456.13972666666666,465.2921,2.6555555555555554,2.411111111111111,2.5
CZE,20300381,20300,CZE13,1,1,608,328,280,14.4762,42,2.2,2.4,3,3,1.4,25.84,458.469776,430.618,448.493636,2.3066666666666666,2.44,2.493333333333333
CZE,20300382,20300,CZE25,0,1,243,122,121,11.8537,20.5,1.4,1.8,1.5,1.75,1.76,32.72,648.242588,616.436784,633.732688,2.72,2.6,2.68
CZE,20300383,20300,CZE30,1,3,473,128,345,12.4474,38,1.8,1.8,1.5,1.5,2.3333333333333335,33.7037037037037,552.6299296296296,551.0758,515.4024481481481,2.8518518518518516,2.9012345679012346,2.5925925925925926
CZE,20300384,20300,CZE03,0,3,192,97,95,14.7692,13,2.4,1.6,1,2.25,2.75,25.75,414.0758125,394.886575,415.98177499999997,2.5,2.625,2.4583333333333335
CZE,20300385,20300,CZE24,0,1,350,135,215,12.5,28,2,2,2.5,2.25,1.5555555555555556,32.44444444444444,601.7772888888888,577.0815333333334,598.8209111111111,2.7777777777777777,2.9444444444444446,2.740740740740741
CZE,20300386,20300,CZE05,1,1,490,282,208,14.2029,34.5,2,2.4,1,2,1.6666666666666667,22.952380952380953,430.47770952380955,428.0508571428571,412.61141428571426,2.619047619047619,2.634920634920635,2.3015873015873014
CZE,20300388,20300,CZE15,1,2,450,177,273,10.3448,43.5,1.8,2.2,2.25,1.5,2.34375,33.25,647.638978125,609.56335625,618.394178125,2.8229166666666665,2.8020833333333335,2.7604166666666665
CZE,20300389,20300,CZE29,1,1,597,282,315,NA,NA,1.8,2,1.75,2,2.037037037037037,35.148148148148145,637.0362925925926,592.3399666666667,616.7108444444444,2.7037037037037037,2.950617283950617,2.555555555555556
CZE,20300390,20300,CZE11,0,3,192,81,111,14.7692,13,1.8,2.2,2.5,2,2.25,30.5,485.122475,477.81205,472.250625,2.6666666666666665,3.4166666666666665,2.416666666666667
CZE,20300391,20300,CZE20,0,1,122,53,69,12.8421,9.5,1.8,1.4,2.75,3,2.3,29.7,512.9555799999999,488.62971,500.53657,2.9,3.1333333333333333,2.466666666666667
CZE,20300392,20300,CZE11,1,1,362,193,169,23.3548,15.5,2.2,1.6,1,2.75,2,10,356.73908,334.0097,357.5211,2.466666666666667,2.466666666666667,2.6
CZE,20300393,20300,CZE30,1,1,489,210,279,12.8684,38,1.6,1.4,1,1,2.8181818181818183,31.848484848484848,578.5344848484848,571.7191606060605,551.1672545454545,2.707070707070707,3.3636363636363638,2.6464646464646466
CZE,20300394,20300,CZE31,0,1,192,178,14,13.2414,14.5,2.6,2.2,2.75,2,1.7142857142857142,32.714285714285715,396.1157714285714,371.08608571428573,389.19955714285715,2.3333333333333335,2.238095238095238,2.142857142857143
CZE,20300395,20300,CZE30,1,1,300,79,221,11.5385,26,1.8,1,1,1,2,34.77777777777778,499.4417666666667,495.4473222222222,465.0481,2.2222222222222223,2.3703703703703702,2.037037037037037
CZE,20300396,20300,CZE11,0,3,243,122,121,13.5,18,2.6,2.6,2.5,2.75,1,33,430.9005,417.4996,395.3652,1,1,1
CZE,20300397,20300,CZE01,1,3,NA,NA,NA,NA,NA,2.2,2,3.5,3,2.5,32.25,464.92377500000003,434.10839999999996,471.43185,2.583333333333333,2.5833333333333335,2.5
CZE,20300398,20300,CZE06,0,1,574,277,297,15.3067,37.5,1.8,1.8,2.75,3.5,1.8125,28.0625,476.40075,469.86016875,449.5486625,2.6041666666666665,2.8333333333333335,2.5416666666666665
CZE,20300399,20300,CZE01,1,3,729,364,365,16.5682,44,1.8,2.6,3.25,2.75,2.590909090909091,29.90909090909091,491.4293,522.7599590909091,495.6122181818182,2.515151515151515,3.1818181818181817,2.8181818181818183
CZE,20300400,20300,CZE29,1,1,514,162,352,11.9535,43,2,2,1.25,1.75,2.310344827586207,34.44827586206897,575.7762827586207,579.0884275862069,559.5083172413794,2.781609195402299,2.6206896551724137,2.4597701149425286
CZE,20300401,20300,CZE30,1,1,364,206,158,14.2745,25.5,2.2,1.6,1.75,2,1.5769230769230769,24.346153846153847,458.08867692307695,440.3281653846154,451.8968423076923,2.551282051282051,2.91025641025641,2.5512820512820515
CZE,20300402,20300,CZE30,0,1,339,335,4,9.8261,34.5,2.2,1.2,1,2.5,2.3684210526315788,32.526315789473685,510.53653157894735,445.2417210526316,493.74361578947367,2.754385964912281,2.754385964912281,2.456140350877193
CZE,20300403,20300,CZE27,1,1,401,150,251,11.6232,34.5,1.4,2.2,2.75,1,1.4444444444444444,34.333333333333336,612.9152611111111,600.8701944444445,603.5176611111111,2.740740740740741,2.759259259259259,2.7222222222222223
CZE,20300404,20300,CZE14,0,2,797,410,387,15.181,52.5,1.6,2.2,1,2.5,2.0416666666666665,26.041666666666668,518.08735,505.62933333333336,501.01797916666663,2.6666666666666665,2.888888888888889,2.7916666666666665
CZE,20300405,20300,CZE14,1,1,493,242,251,15.1692,32.5,1.6,2.4,2.25,2.25,2.3333333333333335,26.38888888888889,515.8909722222222,498.68149444444447,501.46052777777777,2.574074074074074,2.9074074074074074,2.7777777777777777
CZE,20300406,20300,CZE07,1,3,204,108,96,10.2,20,2.2,2.2,2.5,1.75,3.25,30.5,491.15355,525.775225,473.21565,2.25,3,2.416666666666667
CZE,20300407,20300,CZE04,0,3,457,241,216,NA,NA,2.4,2.2,2,2.75,2,23.083333333333332,472.59433333333334,467.73514166666666,465.51125,2.6944444444444446,2.6666666666666665,2.4722222222222223
CZE,20300408,20300,CZE03,0,3,383,190,193,14.7308,26,1.2,1.8,1.75,1.5,1.4444444444444444,31.333333333333332,414.13616666666667,397.414,416.75225555555556,2.4814814814814814,2.814814814814815,2.6666666666666665
CZE,20300409,20300,CZE14,1,3,344,174,170,14.0408,24.5,2,2,1.5,2,3,29.636363636363637,457.2702636363636,467.6365181818182,449.48706363636364,3.121212121212121,2.878787878787879,2.757575757575758
CZE,20300410,20300,CZE12,0,3,316,162,154,12.898,24.5,2.4,1.8,2.75,1,2,26,465.0409285714286,461.69225714285716,457.18245,2.6904761904761907,2.7857142857142856,2.2857142857142856
CZE,20300411,20300,CZE11,1,3,621,325,296,18.2647,34,2.2,1,2,1.25,1.65,32.05,529.31147,514.10389,511.39195,2.433333333333333,2.65,2.5833333333333335
CZE,20300412,20300,CZE11,0,1,353,187,166,13.5769,26,1.8,1.8,1.5,1.5,2.076923076923077,26.153846153846153,507.1845230769231,511.15083076923077,491.03541538461536,3.051282051282051,2.5641025641025643,2.5128205128205128
CZE,20300413,20300,CZE30,1,1,516,436,80,17.4915,29.5,2.4,2.6,2.5,1.25,2.272727272727273,29.863636363636363,525.5874227272727,470.17083636363634,505.5540090909091,2.393939393939394,2.5,2.409090909090909
CZE,20300414,20300,CZE09,0,2,523,283,240,16.3438,32,2.2,2.6,2.25,2.5,1.8636363636363635,30.5,403.7362727272727,386.61608181818184,402.9317863636364,2.5,2.712121212121212,2.4696969696969697
CZE,20300415,20300,CZE06,0,3,126,73,53,10.5,12,1.8,2.2,1.25,1.75,3,4,434.7194,474.1938,496.6479,3,3,3
CZE,20300416,20300,CZE22,1,1,468,198,270,12.6486,37,2.2,1.6,2.25,1.75,1.8823529411764706,32.88235294117647,624.4288352941177,616.5198764705882,609.6760176470589,2.627450980392157,2.7450980392156863,2.6470588235294117
CZE,20300417,20300,CZE14,1,1,449,214,235,NA,NA,2,2.4,1,1.75,2.6666666666666665,29,440.614,452.48330833333335,454.5366416666667,2.5833333333333335,2.611111111111111,2.5833333333333335
CZE,20300418,20300,CZE30,0,1,468,115,353,8.2105,57,3.4,2.6,3.5,2.5,2.823529411764706,29.058823529411764,502.77840588235296,506.6756352941176,465.2216705882353,2.392156862745098,2.6470588235294117,2.215686274509804
CZE,20300419,20300,CZE07,1,3,502,262,240,14.9851,33.5,2.4,2,2.25,2.5,2.0833333333333335,30.875,523.3327583333333,525.5014874999999,534.0365708333334,2.9166666666666665,2.6527777777777777,2.7222222222222223
CZE,20300420,20300,CZE14,1,1,132,68,64,9.4286,14,1.6,1.4,2,1.5,3.3333333333333335,22.333333333333332,580.5033999999999,568.0415,533.6793333333334,2.888888888888889,3.111111111111111,2.4444444444444446
CZE,20300421,20300,CZE30,1,1,713,452,261,11.2283,63.5,1.6,2.6,1.25,2.5,1.9722222222222223,31.47222222222222,545.5482055555556,533.0057305555556,549.1897861111111,2.490740740740741,2.5833333333333335,2.759259259259259
CZE,20300422,20300,CZE30,1,1,400,100,300,8.1633,49,1.8,2,2.25,1,2.6216216216216215,32.16216216216216,533.2801432432433,526.7282648648649,518.1968702702702,2.7567567567567566,2.18018018018018,2.585585585585586
CZE,20300423,20300,CZE30,0,1,335,291,44,8.7013,38.5,1.4,1.4,2.75,1.75,2.3157894736842106,37.78947368421053,498.58275789473686,471.89233684210524,515.3323789473684,2.736842105263158,2.5789473684210527,2.56140350877193
CZE,20300424,20300,CZE02,1,1,693,316,377,17.1111,40.5,2.6,2.4,2.25,2.75,2.411764705882353,29.764705882352942,480.75489411764704,486.11353529411764,461.9031058823529,2.4705882352941178,2.8627450980392157,2.2941176470588234
CZE,20300425,20300,CZE10,0,3,13,0,13,3.25,4,3.4,1.8,2.25,1.75,1,30,398.9718,364.036,384.1514,2.6666666666666665,3,2.6666666666666665
CZE,20300427,20300,CZE15,1,1,433,202,231,11.7027,37,2.2,2.4,2.5,3,2.6666666666666665,30.77777777777778,543.0012388888889,542.8718055555555,524.4466055555556,2.888888888888889,2.537037037037037,2.3703703703703702
CZE,20300428,20300,CZE30,1,1,452,361,91,11.443,39.5,2,1.2,1.5,2,2.5172413793103448,31.275862068965516,529.0903206896552,532.2057793103448,520.0941172413793,2.7471264367816093,2.7471264367816093,2.7126436781609193
CZE,20300429,20300,CZE14,0,3,336,161,175,11.3898,29.5,2.2,2,2,2,1.3333333333333333,35.666666666666664,484.21883333333335,493.2588,486.93053333333336,2.5555555555555554,2.3333333333333335,1.9444444444444444
CZE,20300430,20300,CZE12,0,3,234,113,121,14.625,16,1.6,2,2.75,2.5,1.7,28.9,406.10725,393.12905,413.47909,2.6666666666666665,2.3333333333333335,2.2666666666666666
CZE,20300431,20300,CZE30,1,1,871,85,786,12.4429,70,2,1.8,2,1.75,2.5161290322580645,32.16129032258065,530.7741419354838,527.453464516129,501.0309258064516,2.7204301075268815,2.817204301075269,2.4623655913978495
HUN,34800001,34800,HUN05,1,1,710,234,476,15.4348,46,1.6,2.2,2.5,1.25,2.5806451612903225,32.03225806451613,463.75934193548386,465.8882806451613,451.54633548387096,2.6021505376344085,2.4946236559139785,2.2473118279569895
HUN,34800002,34800,HUN05,0,2,26,4,22,1,26,1,1,1,1,3.75,36,465.729825,470.676,433.6263625,2.875,2.2083333333333335,2.0833333333333335
