CNT,CNTSCHID,REGION,STRATUM,LOC,COMP,SCSIZE,SC002Q01TA,SC002Q02TA,STRATIO,TOTAT,STUBI,TEABI,RESSI,STAFI,total_homework_time,CPERIODS,SCIENCE,READING,MATH,mean_reading_attitude,mean_science_attitude,mean_math_attitude
HUN,34800174,34800,HUN01,1,1,361,172,189,9.5,38,1.6,1.6,1.5,1.75,3,31,404.659,359.8283,403.0074,3,3,3.3333333333333335
HUN,34800175,34800,HUN02,0,2,243,92,151,10.3404,23.5,1.4,1.6,2.75,1.5,2.6857142857142855,32.65714285714286,531.50664,507.1124371428571,500.52607714285716,2.9523809523809526,2.895238095238095,2.4095238095238094
HUN,34800176,34800,HUN06,1,1,659,584,75,9.6204,68.5,3.4,2,2.75,2.5,2.727272727272727,31.09090909090909,420.15984545454546,384.54324545454546,394.42227272727274,2.6363636363636362,2.787878787878788,2.5303030303030303
HUN,34800177,34800,HUN02,1,1,116,63,53,5.1556,22.5,1,2,4,2.5,3,28.294117647058822,494.0887294117647,481.58833529411766,465.73238823529414,2.764705882352941,2.843137254901961,2.823529411764706
HUN,34800178,34800,HUN06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4166666666666665,28.083333333333332,422.01301666666666,390.1933333333333,417.0837916666667,2.9722222222222223,2.4166666666666665,2.2222222222222223
HUN,34800180,34800,HUN05,1,1,646,325,321,13.4583,48,1.4,1.4,2.25,2.5,2.689655172413793,32.6551724137931,495.8813793103448,488.2729344827586,490.2063862068965,2.528735632183908,2.6436781609195403,2.632183908045977
HUN,34800181,34800,HUN04,1,1,759,359,400,6.9633,109,1,1.2,1.25,1.25,2.238095238095238,37.333333333333336,559.0699523809524,553.2227190476191,545.7186095238095,2.4761904761904763,2.857142857142857,3.126984126984127
HUN,34800182,34800,HUN05,1,2,1130,768,362,13.1395,86,1,1,1.5,2,2.8947368421052633,31.842105263157894,575.6018815789473,549.1138894736843,573.7288947368421,2.473684210526316,2.6052631578947367,3.017543859649123
HUN,34800183,34800,HUN05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8461538461538463,30.153846153846153,497.95650384615385,483.5650961538461,477.39712692307694,2.7948717948717947,2.7564102564102564,2.2948717948717947
HUN,34800184,34800,HUN02,1,3,597,259,338,11.1589,53.5,1,2,3,2,3.1315789473684212,34.3421052631579,534.1964921052631,516.5627657894737,505.66283421052634,2.8859649122807016,2.8157894736842106,2.5701754385964914
HUN,34800185,34800,HUN05,1,2,596,259,337,13.2444,45,1.6,2,2.25,3,2.235294117647059,29.764705882352942,504.8146970588235,487.67269411764704,506.90167647058826,2.6470588235294117,2.372549019607843,2.5686274509803924
HUN,34800186,34800,HUN06,1,3,723,210,513,13.7714,52.5,2.2,2,2.5,2.5,2.1052631578947367,26.157894736842106,417.58082105263156,409.8367473684211,416.1296210526316,2.6842105263157894,2.929824561403509,2.4210526315789473
HUN,34800187,34800,HUN05,0,1,486,199,287,8.7568,55.5,1.4,1.8,2.5,2.25,2.757575757575758,34.75757575757576,448.137603030303,457.3108212121212,445.7330242424242,2.696969696969697,2.595959595959596,2.3636363636363638
HUN,34800188,34800,HUN05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7096774193548385,33.774193548387096,494.7720258064516,486.33642258064515,470.2235,2.5591397849462365,2.4086021505376345,2.4301075268817205
HUN,34800189,34800,HUN05,1,2,323,217,106,9.0986,35.5,1.4,1.6,3,2.25,2.1470588235294117,32.35294117647059,493.50464411764705,464.2398058823529,463.67508823529414,2.6470588235294117,2.6372549019607843,2.450980392156863
HUN,34800190,34800,HUN06,1,2,718,448,270,10.4818,68.5,2,1.2,2,1.5,2.1,33.8,389.052415,359.48188,393.58638,2.566666666666667,2.55,2.4166666666666665
HUN,34800191,34800,HUN03,1,1,862,485,377,NA,76,NA,NA,NA,NA,2.896551724137931,35.44827586206897,633.8514689655173,598.0018310344827,623.3992137931034,2.793103448275862,2.735632183908046,3.0229885057471266
HUN,34800192,34800,HUN05,1,1,631,619,12,13.4255,47,1,1.4,2.5,2.75,2.3,33.6,476.40949666666666,451.01963,482.8417733333333,2.566666666666667,2.6,2.577777777777778
HUN,34800193,34800,HUN05,1,3,1086,208,878,20.2991,53.5,1.6,1.6,1.25,1.5,3.272727272727273,23.954545454545453,418.28588636363634,426.04717727272725,411.6675681818182,2.515151515151515,2.742424242424242,2.2424242424242427
HUN,34800194,34800,HUN05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5625,35.40625,463.549396875,442.16675,448.46184375,2.6458333333333335,2.5729166666666665,2.5
HUN,34800195,34800,HUN01,0,3,145,82,63,9.3548,15.5,1.8,1.6,1.5,2.25,3,9,488.3068,352.3552,413.8848,3,2.6666666666666665,2.6666666666666665
HUN,34800196,34800,HUN03,1,1,557,239,318,11.3673,49,1.2,1.6,3,2,2.5588235294117645,33.588235294117645,591.0984323529411,592.7629294117647,593.1023588235294,2.431372549019608,2.950980392156863,2.9215686274509802
HUN,34800197,34800,HUN01,0,3,235,123,112,8.8679,26.5,3,2.4,3.5,2.25,3,38,345.2559,258.8494,335.4659,2.3333333333333335,2.3333333333333335,2.3333333333333335
HUN,34800198,34800,HUN05,1,1,549,219,330,13.725,40,1.6,1.2,2.25,1.25,3.0869565217391304,32.65217391304348,443.2726,447.84942608695656,427.1282739130435,2.6231884057971016,2.739130434782609,2.1449275362318843
HUN,34800199,34800,HUN04,1,3,513,263,250,12.5122,41,1.8,2,3.25,1.75,2.8181818181818183,34.21212121212121,637.0465121212121,613.8472,622.7568363636364,2.5454545454545454,3.0606060606060606,2.797979797979798
HUN,34800200,34800,HUN01,0,1,364,254,110,12.5517,29,1.6,1,1,1.5,3.6666666666666665,21.666666666666668,364.7128,303.2386,305.52660000000003,3.4444444444444446,2.7777777777777777,2.3333333333333335
HUN,34800201,34800,HUN02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36.333333333333336,596.6068933333333,590.5916933333333,596.72692,2.7555555555555555,2.7111111111111112,3.1555555555555554
HUN,34800202,34800,HUN01,0,3,265,130,135,NA,NA,NA,NA,NA,NA,3,32,573.983,479.6715,544.5999,3.3333333333333335,4,3.6666666666666665
HUN,34800203,34800,HUN04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3823529411764706,37.23529411764706,565.8334852941176,556.2687088235294,549.0745970588235,2.784313725490196,2.549019607843137,2.8627450980392157
HUN,34800204,34800,HUN05,1,3,662,530,132,10.8525,61,2,1.6,2,1.5,2.46875,34.09375,492.30120625,463.11469999999997,467.670559375,2.5833333333333335,2.78125,2.7083333333333335
HUN,34800205,34800,HUN05,1,3,93,42,51,2.5833,36,1.6,1.4,2.75,2.25,3.25,31.75,421.429875,424.28525,426.43827500000003,2.6666666666666665,2.25,2.0833333333333335
HUN,34800206,34800,HUN02,1,3,154,67,87,3.85,40,NA,NA,NA,NA,3.2222222222222223,34.77777777777778,509.17834444444446,510.47384444444447,488.5849777777778,2.740740740740741,2.925925925925926,2.6666666666666665
HUN,34800207,34800,HUN02,1,1,436,173,263,6.3188,69,1.2,1.8,2.5,2,3,33.8235294117647,570.5333411764706,548.3965470588236,548.1479294117647,2.764705882352941,2.6470588235294117,2.7058823529411766
HUN,34800209,34800,HUN06,1,2,659,181,478,12.5524,52.5,1.6,1.2,2.75,1.75,1.9230769230769231,23.153846153846153,392.44,400.80536923076926,396.5525923076923,2.717948717948718,2.5128205128205128,2.5128205128205128
HUN,34800210,34800,HUN02,1,1,246,124,122,11.7143,21,1.6,2.2,1.5,2,2.1818181818181817,29.09090909090909,505.4298181818182,490.7959,468.29642727272727,2.515151515151515,2.606060606060606,2.0303030303030303
HUN,34800211,34800,HUN04,0,3,326,140,186,9.7313,33.5,1.2,1.6,1.75,2.75,2.95,32.1,533.09871,501.20656,500.49636499999997,2.933333333333333,2.933333333333333,2.6
HUN,34800212,34800,HUN02,1,3,538,241,297,9.042,59.5,1,1,3.5,2.5,3.064516129032258,33.483870967741936,586.8721870967742,585.100135483871,578.3399322580646,2.89247311827957,3.021505376344086,2.7311827956989245
HUN,34800213,34800,HUN02,1,1,577,224,353,12.5435,46,1.2,1,2,1.25,3.5555555555555554,32.47222222222222,599.4796249999999,586.3571694444445,573.6105194444444,2.787037037037037,2.7777777777777777,2.8981481481481484
HUN,34800214,34800,HUN02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4722222222222223,31.86111111111111,569.49985,535.9166416666667,551.5603305555555,2.9074074074074074,2.9444444444444446,3.1574074074074074
HUN,34800215,34800,HUN05,1,1,898,436,462,11.0864,81,2.6,2,3,3.25,2.6315789473684212,31.263157894736842,428.79700526315787,431.1065157894737,421.42162631578947,2.56140350877193,2.491228070175439,2.0701754385964914
HUN,34800216,34800,HUN06,1,1,556,364,192,9.5862,58,2.2,2,2.5,2.25,2.473684210526316,25.894736842105264,395.2585947368421,380.0958157894737,381.5507578947368,2.543859649122807,2.56140350877193,2.43859649122807
HUN,34800217,34800,HUN05,1,2,320,55,265,6.8817,46.5,1.2,1.2,1.75,1.5,3.21875,35.5625,513.487878125,502.305653125,470.1415125,2.8958333333333335,2.78125,2.125
HUN,34800218,34800,HUN05,1,2,612,523,89,9.5625,64,2,1.4,2.25,2.25,2,34.733333333333334,437.16295333333335,420.18056,434.85558,2.466666666666667,2.6666666666666665,2.3111111111111113
HUN,34800219,34800,HUN05,1,3,642,290,352,10.5246,61,2.4,1,1.75,1.5,2.607142857142857,34.714285714285715,415.35967857142856,398.6230892857143,404.54441071428573,2.642857142857143,2.7142857142857144,2.2976190476190474
HUN,34800220,34800,HUN01,0,1,229,120,109,NA,NA,1.2,1,2,2.25,3,31,421.6906,393.9083,362.0769,3.3333333333333335,3,2.3333333333333335
HUN,34800222,34800,HUN05,1,2,502,271,231,12.55,40,1,1.2,2.75,1.5,2.6470588235294117,34.05882352941177,522.0683647058823,520.1520323529412,506.59485,2.6176470588235294,2.5588235294117645,2.7254901960784315
HUN,34800223,34800,HUN03,1,1,739,240,499,12.5254,59,1,1.6,2.25,2.25,3.0869565217391304,33.47826086956522,596.673852173913,583.1256652173913,570.4123434782608,2.927536231884058,2.9130434782608696,3.101449275362319
HUN,34800224,34800,HUN05,1,3,272,162,110,10.2642,26.5,1.2,2.4,2.75,2.75,2.2285714285714286,37.114285714285714,424.8333,407.3782657142857,419.1133542857143,2.5428571428571427,2.5904761904761906,2.085714285714286
HUN,34800225,34800,HUN01,0,2,144,78,66,9,16,1.4,1.4,1.5,2.25,2,31,429.1248,443.018,428.4795,3,2.3333333333333335,3
HUN,34800226,34800,HUN01,0,2,373,180,193,8.881,42,3.2,2.6,1.75,2.25,2.1666666666666665,10.666666666666666,333.57891666666666,299.09131666666667,308.0360166666667,2.611111111111111,2.7222222222222223,2.5
HUN,34800227,34800,HUN06,0,1,170,90,80,18.8889,9,2.8,2,3,3,2.2857142857142856,15.571428571428571,328.16772142857144,301.77020714285715,291.41132857142856,2.142857142857143,2.2142857142857144,2.1904761904761907
HUN,34800228,34800,HUN05,1,3,312,94,218,9.75,32,2.2,2,2,2.25,2.5757575757575757,28.545454545454547,423.405703030303,414.7936787878788,410.45723333333336,3.080808080808081,2.393939393939394,2.070707070707071
HUN,34800229,34800,HUN02,0,1,260,107,153,10.8333,24,1,1.2,2.5,2.75,2.945945945945946,34.7027027027027,510.3682837837838,503.1225027027027,490.5567918918919,2.963963963963964,2.4864864864864864,2.3873873873873874
HUN,34800230,34800,HUN05,1,2,476,205,271,7.5556,63,1.6,1,1,1.5,2.870967741935484,32.12903225806452,463.79662258064513,465.4457612903226,442.55865161290325,2.7311827956989245,2.913978494623656,2.172043010752688
HUN,34800231,34800,HUN06,0,1,503,279,224,11.3034,44.5,1.8,1.2,1.5,1.5,1.9090909090909092,24.181818181818183,358.4937545454545,339.13659545454544,349.85111818181815,2.5,2.393939393939394,2.3181818181818183
HUN,34800232,34800,HUN01,0,2,115,52,63,8.2143,14,1.4,2.2,1.75,2.25,2,33,448.8633,474.9997,437.4954,3,3,2.3333333333333335
HUN,34800233,34800,HUN02,1,3,NA,NA,NA,NA,NA,1.6,1.6,2,2.25,3.2142857142857144,26.071428571428573,416.87655714285717,420.47292142857145,406.41075714285716,2.7261904761904763,2.6785714285714284,2.380952380952381
HUN,34800234,34800,HUN02,1,1,NA,NA,NA,NA,21.5,1,1.2,1,1.25,3.0555555555555554,34.05555555555556,505.78484722222225,494.02381388888887,497.2863277777778,2.898148148148148,2.6944444444444446,2.564814814814815
HUN,34800235,34800,HUN02,1,1,551,257,294,12.382,44.5,2.4,2.4,3.5,2.5,2.4411764705882355,31.08823529411765,548.5105029411765,540.5726411764706,525.1845588235294,2.5980392156862746,2.4607843137254903,2.3529411764705883
HUN,34800236,34800,HUN05,1,1,457,139,318,13.8485,33,1.6,1.6,2.25,1.5,2.4594594594594597,31.216216216216218,475.8661378378378,471.187172972973,461.9248,3.018018018018018,2.675675675675676,2.4054054054054053
HUN,34800237,34800,HUN01,0,3,469,227,242,11.3012,41.5,1.4,1.4,1.25,1.75,4.333333333333333,20.333333333333332,461.934,415.4406333333333,436.31763333333333,3.2222222222222223,2.6666666666666665,2.6666666666666665
HUN,34800238,34800,HUN02,1,1,586,273,313,11.0566,53,1,2,1.25,2.25,2.9714285714285715,33.51428571428571,559.1731628571429,550.0848771428572,555.0120371428571,2.742857142857143,2.466666666666667,2.6095238095238096
HUN,34800239,34800,HUN05,1,3,939,787,152,10.4333,90,2.6,2,1.75,2,2.375,33.5625,450.2371125,435.331846875,428.44490625,2.6666666666666665,2.5729166666666665,2.3645833333333335
HUN,34800240,34800,HUN01,1,2,390,200,190,11.1429,35,1.6,1.2,2,1.75,2.7142857142857144,19.571428571428573,465.0468142857143,445.1158,447.3350857142857,2.761904761904762,2.1904761904761907,2.7142857142857144
HUN,34800241,34800,HUN02,1,1,648,300,348,12.8317,50.5,1,1,2,1.5,3.1842105263157894,31.55263157894737,611.827702631579,603.7184447368421,598.090002631579,2.780701754385965,2.780701754385965,2.9210526315789473
HUN,34800242,34800,HUN02,1,1,421,153,268,10.525,40,1.2,1.4,1.25,1.5,3.161290322580645,32.806451612903224,529.436129032258,525.5671290322581,514.6445193548387,2.827956989247312,2.741935483870968,2.4623655913978495
HUN,34800243,34800,HUN06,1,2,NA,NA,NA,NA,34,1.6,1.2,2.25,2.25,1.4444444444444444,32.44444444444444,371.1173888888889,367.43067777777776,367.36235555555555,2.4444444444444446,2.5185185185185186,2.2222222222222223
HUN,34800244,34800,HUN05,1,1,502,161,341,9.7476,51.5,1,1.6,2,1.5,2.7027027027027026,32.86486486486486,540.1119756756757,538.6270405405405,527.8224864864865,2.6486486486486487,2.5315315315315314,2.7027027027027026
HUN,34800245,34800,HUN05,1,3,548,200,348,13.0476,42,1.4,1.2,3,2.25,2.5789473684210527,30.842105263157894,467.17502631578947,467.8057078947368,460.4311605263158,2.6052631578947367,2.6842105263157894,2.4035087719298245
HUN,34800246,34800,HUN02,1,1,618,257,361,11.8846,52,2.2,2.6,2.5,1.75,3.3333333333333335,36.15151515151515,522.1720818181818,517.7642212121212,508.72755454545455,2.7474747474747474,2.606060606060606,2.6464646464646466
HUN,34800248,34800,HUN05,0,1,395,204,191,9.5181,41.5,2.2,1.6,1.25,2.25,1.9473684210526316,31.473684210526315,395.76992631578946,401.7672631578947,409.5396526315789,2.56140350877193,2.280701754385965,2.3684210526315788
HUN,34800249,34800,HUN01,1,1,658,361,297,11.0588,59.5,1.8,1.8,2.5,1.5,3.25,25.5,423.881225,411.552475,391.959425,3.083333333333333,3.083333333333333,2.25
HUN,34800250,34800,HUN06,0,3,417,220,197,8.0971,51.5,1.8,1.2,1.25,1.75,2.3157894736842106,28.526315789473685,376.5868315789474,349.01862631578945,351.2707947368421,2.56140350877193,2.2982456140350878,2.491228070175439
HUN,34800251,34800,HUN02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3529411764705883,33.088235294117645,490.5514088235294,463.7971,476.2684823529412,2.823529411764706,2.823529411764706,2.5098039215686274
HUN,34800252,34800,HUN02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,32.88,582.198616,587.113528,568.761164,2.96,2.9066666666666667,2.7866666666666666
HUN,34800253,34800,HUN01,0,1,85,33,52,7.7273,11,1.2,1.8,1.75,1.75,3,23.666666666666668,436.2624,413.80213333333336,420.6637666666667,3,2.2222222222222223,2.111111111111111
HUN,34800254,34800,HUN01,0,1,386,185,201,13.3103,29,2,1,1.5,1.75,2.5,53,368.85069999999996,272.29290000000003,311.43115,3,3,2.8333333333333335
HUN,34800255,34800,HUN01,1,1,839,407,432,NA,65,1.6,2,3.25,2.5,1,56,316.2878,414.0847,331.136,3,3,1.6666666666666667
HUN,34800256,34800,HUN03,1,3,694,314,380,10.9291,63.5,1.6,1.8,3,2.25,2.4444444444444446,33.72222222222222,568.0482944444444,566.3165166666666,567.5013,2.6666666666666665,2.814814814814815,3.1666666666666665
HUN,34800257,34800,HUN05,1,3,1461,239,1222,25.4087,57.5,2,1.8,2,2.5,2.875,26.6875,478.595071875,493.1330875,467.7821,2.9166666666666665,2.8645833333333335,2.1145833333333335
HUN,34800258,34800,HUN04,1,3,490,265,225,13.2432,37,1.4,2,1.5,2,2.526315789473684,34.86842105263158,626.7682210526316,597.9683052631578,608.7383184210527,2.807017543859649,2.8333333333333335,2.973684210526316
HUN,34800260,34800,HUN01,0,3,168,82,86,11.2,15,2.8,1.6,4,2.25,1,17,338.24983333333336,346.23226666666665,330.2169,2.3333333333333335,2.6666666666666665,2
HUN,34800261,34800,HUN01,0,3,119,53,66,11.9,10,1.6,1,2,1.5,6,37,385.2016,241.5311,265.3644,1.6666666666666667,3.6666666666666665,2
HUN,34800262,34800,HUN05,1,1,570,282,288,8.5075,67,2.2,1.8,2.5,2.75,2.8333333333333335,28.666666666666668,425.5204,397.0185666666667,408.72178333333335,2.5555555555555554,2.8333333333333335,2.388888888888889
HUN,34800263,34800,HUN01,1,2,712,349,363,10.9538,65,1.4,2.2,1,1.5,3,34,515.9068,483.94655,493.81115,2.8333333333333335,3.166666666666667,2.6666666666666665
HUN,34800264,34800,HUN01,1,3,920,475,445,12.8671,71.5,2.2,2.6,3.75,1.75,4,31,467.7776,567.2204,444.4622,4,2,2
HUN,34800265,34800,HUN05,1,2,221,101,120,9.4043,23.5,1.6,1.8,1.75,1.75,2.769230769230769,28.307692307692307,461.49265384615387,460.89883846153845,446.85025384615386,2.7051282051282053,2.730769230769231,2.5
HUN,34800266,34800,HUN05,1,1,1038,790,248,12.6585,82,2.6,1.2,2,2,2.5172413793103448,31.24137931034483,477.2032896551724,469.5818931034483,483.40775862068966,2.5172413793103448,2.689655172413793,2.5057471264367814
HUN,34800267,34800,HUN01,1,1,577,286,291,10.6852,54,1,1.6,4,3,2,23.5,485.7836,495.82785,491.4947,2.3333333333333335,2.5,2.3333333333333335
HUN,34800268,34800,HUN06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.2,325.15172,310.63044,327.3422,2.8,3.1333333333333333,2.9333333333333336
HUN,34800269,34800,HUN01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,431.1385,370.7681,346.1622,4,2.6666666666666665,2.6666666666666665
HUN,34800270,34800,HUN05,1,3,630,349,281,14.4828,43.5,1.4,1.8,3,1.75,2.4634146341463414,35.073170731707314,485.36540487804876,473.2119268292683,484.20589024390245,2.4308943089430897,2.5447154471544717,2.7398373983739837
HUN,34800271,34800,HUN02,1,1,553,262,291,12.8605,43,1.8,2,2.5,2.25,3.857142857142857,30.952380952380953,575.2783238095238,561.5703428571429,560.325180952381,2.4603174603174605,2.8412698412698414,2.7777777777777777
HUN,34800273,34800,HUN01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,30,492.8899,511.76910000000004,494.79485,2.666666666666667,2.833333333333333,2
HUN,34800274,34800,HUN02,1,1,528,213,315,11.6044,45.5,1,1.8,1.5,1,3.3793103448275863,27.93103448275862,466.1798620689655,446.7390344827586,458.3645793103448,2.8275862068965516,2.528735632183908,2.425287356321839
HUN,34800276,34800,HUN05,1,2,574,206,368,15.5135,37,1.2,1.2,1.75,1.5,2.515151515151515,30.060606060606062,487.1207696969697,482.595203030303,472.8644090909091,2.707070707070707,2.5656565656565657,2.4242424242424243
HUN,34800277,34800,HUN01,1,1,219,119,100,7.4237,29.5,2.2,2.8,2,2,1.3333333333333333,23.333333333333332,374.58566666666667,374.6689666666667,366.6839,2,2,1.777777777777778
HUN,34800278,34800,HUN05,1,2,457,196,261,9.0495,50.5,1.2,1.2,1.75,1,2.526315789473684,36.05263157894737,475.48181842105265,478.91594736842103,460.4677,2.6403508771929824,2.570175438596491,2.2982456140350878
POL,61600001,61600,POL01,0,1,107,51,56,6.6875,16,1.2,1,1,2.75,2,32,431.52996666666667,401.9811666666667,382.42883333333333,2.3333333333333335,2.7777777777777777,1.5555555555555556
POL,61600002,61600,POL03,1,1,1008,428,580,12.7595,79,1.6,1,1,1.75,2.6666666666666665,36.888888888888886,495.04294444444446,483.3198925925926,484.835237037037,2.4444444444444446,2.1728395061728394,2.308641975308642
POL,61600003,61600,POL03,0,1,256,164,92,11.907,21.5,1.8,1,1,1,3.75,34.55,498.885205,477.882395,487.516415,2.3333333333333335,2.2666666666666666,2.35
POL,61600004,61600,POL02,0,1,176,63,113,9.5135,18.5,2,2.4,1.75,1.25,2.823529411764706,33.470588235294116,508.5401588235294,512.5553352941176,493.1483294117647,2.8823529411764706,2.3333333333333335,2.4901960784313726
POL,61600005,61600,POL02,1,1,580,122,458,13.4884,43,2.4,2.6,2,3,3.5,33.09090909090909,583.3248727272727,600.2902318181818,570.6844272727272,2.712121212121212,2.515151515151515,2.2424242424242427
POL,61600006,61600,POL02,0,1,251,95,156,12.8718,19.5,2.4,1,1.25,1.5,2.9565217391304346,28.782608695652176,541.6679304347826,524.9222695652173,535.5866913043478,2.8260869565217392,2.5217391304347827,3.028985507246377
POL,61600007,61600,POL04,1,1,256,232,24,13.1282,19.5,1.4,1,1,1,2.090909090909091,16.545454545454547,411.57064545454546,359.66956363636365,411.7556818181818,2.3636363636363638,2.515151515151515,2.3636363636363638
POL,61600008,61600,POL03,1,3,936,355,581,13.0909,71.5,3,1,1,1,3.238095238095238,38.523809523809526,475.5304904761905,473.95608095238094,479.05590952380953,2.4761904761904763,2.174603174603175,2.4761904761904763
POL,61600009,61600,POL03,1,1,977,949,28,9.8191,99.5,1.2,1,2,1,2.838709677419355,35.54838709677419,580.7901096774193,529.2357064516129,558.4189451612904,2.4408602150537635,2.3763440860215055,2.4623655913978495
POL,61600010,61600,POL02,1,1,600,169,431,12.6316,47.5,1.6,1.2,1.25,1.75,4.032258064516129,32.96774193548387,538.4285548387097,554.7366387096774,539.0604161290322,2.806451612903226,2.5806451612903225,2.6236559139784945
POL,61600011,61600,POL04,1,1,1252,685,567,10.7468,116.5,2.2,1.2,1.5,1.25,2.933333333333333,20.866666666666667,453.57648666666665,446.4420666666667,436.4485466666667,2.511111111111111,2.177777777777778,2.088888888888889
POL,61600012,61600,POL03,0,2,165,79,86,11.3793,14.5,1.4,2,1.5,2,2.3157894736842106,34.421052631578945,460.2188842105263,466.28983157894737,447.58427368421053,2.456140350877193,2.491228070175439,2.2105263157894735
POL,61600013,61600,POL02,0,1,140,73,67,7.3684,19,1.8,1.6,1.75,1.5,2.2941176470588234,30,451.5609647058823,446.6015294117647,458.02700588235297,2.3333333333333335,2.3529411764705883,2.1764705882352944
POL,61600014,61600,POL02,1,1,450,137,313,13.0435,34.5,1.4,1.2,1,1.25,3.4193548387096775,35.12903225806452,523.615429032258,523.2881193548387,516.7910193548387,2.6236559139784945,2.150537634408602,2.010752688172043
POL,61600015,61600,POL03,1,1,533,217,316,13,41,1.6,2,1.25,1.5,3.5,35.09090909090909,508.4959727272727,513.2830863636364,493.7985772727273,2.4696969696969697,2.696969696969697,2.3181818181818183
POL,61600016,61600,POL02,1,3,317,133,184,4.9147,64.5,1.2,1.2,1,1,1.8333333333333333,29.833333333333332,472.26461666666665,465.0944,467.04931666666664,2.8333333333333335,2.9444444444444446,2.8333333333333335
POL,61600017,61600,POL02,1,2,128,25,103,9.1429,14,2,2,1,1.5,3.1176470588235294,39.470588235294116,472.8944470588235,471.63234705882354,452.09699411764706,2.607843137254902,2.5294117647058822,2.196078431372549
POL,61600019,61600,POL02,1,1,365,92,273,12.1667,30,1.6,1.6,1,2.5,3.0952380952380953,29.952380952380953,506.3311380952381,498.28336666666667,480.6492619047619,2.4603174603174605,2.4285714285714284,2.1587301587301586
POL,61600020,61600,POL04,1,2,152,132,20,8.4444,18,2.2,1.2,1,1.25,1.5555555555555556,16.61111111111111,371.32407222222224,313.14789444444443,379.8227444444444,2.3333333333333335,2.425925925925926,2.537037037037037
POL,61600021,61600,POL02,1,1,560,212,348,11.6667,48,2.2,1.2,1,1.25,3.5,38.1875,574.833896875,561.862271875,569.03258125,2.46875,2.5104166666666665,2.5416666666666665
POL,61600022,61600,POL03,1,1,659,592,67,10.378,63.5,2.4,1.4,1.5,2,2,33.357142857142854,542.6654642857143,490.7403428571429,512.6558142857143,2.5714285714285716,2.3333333333333335,1.880952380952381
POL,61600023,61600,POL02,1,1,669,225,444,14.234,47,1.6,2.4,1.5,1,3.0277777777777777,32.666666666666664,575.8087388888889,578.9820888888889,564.9120861111111,2.685185185185185,2.425925925925926,2.7685185185185186
POL,61600024,61600,POL02,1,1,471,150,321,13.8529,34,2,1.4,1.25,1.5,3,33.166666666666664,546.4485958333333,560.6276833333334,548.7099458333333,2.513888888888889,2.5,2.263888888888889
POL,61600025,61600,POL02,1,1,563,249,314,11.0392,51,1.2,2,1.5,1.5,3.533333333333333,32.43333333333333,634.0069033333333,609.9439433333333,615.1161766666667,2.4444444444444446,2.4555555555555557,2.7
POL,61600026,61600,POL04,1,1,122,121,1,4.6038,26.5,2.4,2,1,2,2.4285714285714284,17.857142857142858,404.9254285714286,398.5856857142857,428.8435857142857,1.8571428571428572,2.0476190476190474,1.6666666666666667
POL,61600027,61600,POL03,1,1,1131,588,543,14.4076,78.5,2.4,1.8,2,2.5,3.142857142857143,31.357142857142858,489.4069857142857,476.95815357142857,480.11172857142856,2.75,2.5833333333333335,2.5952380952380953
POL,61600028,61600,POL03,1,3,624,611,13,12.2353,51,2.8,2.6,3.75,3,3,37.38461538461539,555.9950038461538,531.9909153846154,545.4457653846154,2.371794871794872,2.6538461538461537,2.5641025641025643
POL,61600029,61600,POL04,1,1,89,43,46,2.6567,33.5,2.6,2.4,1.25,2.25,2,33.55555555555556,434.4857333333333,464.7201333333333,422.70933333333335,2.740740740740741,2.3333333333333335,2.2962962962962963
POL,61600031,61600,POL03,1,1,340,269,71,11.7241,29,2.4,1.8,2.5,1.5,2.375,36.125,437.5161,410.9996625,429.3533875,2.7708333333333335,2.2083333333333335,2.25
POL,61600032,61600,POL02,1,1,998,447,551,12.2454,81.5,1.6,1.6,1.25,1,3.433333333333333,31.7,591.5560533333334,561.2388766666667,579.0957366666667,2.411111111111111,2.611111111111111,2.8222222222222224
POL,61600033,61600,POL02,0,1,628,233,395,13.3617,47,1.6,1.4,1,1.5,3.7096774193548385,31.483870967741936,567.1344903225806,578.6026064516129,553.4959,2.6451612903225805,2.6666666666666665,2.5806451612903225
POL,61600034,61600,POL02,1,1,836,229,607,11.6923,71.5,2.4,2.4,2.5,2,3.64,29.96,538.618252,517.508372,507.335524,2.546666666666667,2.586666666666667,2.3333333333333335
POL,61600035,61600,POL02,1,1,730,200,530,14.898,49,2,2,1,1,3.5,32.71875,575.23180625,561.516046875,550.531259375,2.7604166666666665,2.875,2.75
