CNT,CNTSCHID,REGION,STRATUM,SC001Q01TA,SC011Q01TA,SCHSIZE,SC002Q01TA,SC002Q02TA,STRATIO,TOTAT,student_behavior_issue_mean,teacher_behavior_issue_mean,resources_issue_mean,staff_issues_mean,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA
SVK,70300205,70300,SVK08,2,1,761,391,370,15.5306,49,3.2,2.6,2.75,3.75,4,4,4,2,2,3,3,3,2,2,4,4,4,3,3,4,2,2
SVK,70300206,70300,SVK23,3,1,301,109,192,8.7246,34.5,2.4,1.2,1,1,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1
SVK,70300207,70300,SVK20,3,1,562,550,12,21.6154,26,1.6,2,1,1.5,2,2,2,1,1,2,1,3,2,2,3,1,1,1,1,1,1,1
SVK,70300208,70300,SVK13,3,1,326,144,182,13.04,25,2.2,1.6,3,1.25,3,3,2,1,2,2,2,2,1,1,1,1,2,1,4,4,2,2
SVK,70300209,70300,SVK24,2,1,656,355,301,10.496,62.5,2.6,1.6,2.5,2.25,4,4,2,1,2,1,2,2,2,1,3,3,2,1,2,2,3,3
SVK,70300210,70300,SVK09,4,1,444,172,272,9.25,48,1.4,2.2,2,1.5,1,1,2,1,2,2,2,3,2,2,3,1,1,1,1,1,3,3
SVK,70300211,70300,SVK08,1,2,193,98,95,12.8667,15,1.4,1.4,2.25,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,3,2,2
SVK,70300212,70300,SVK07,2,2,180,97,83,6.7925,26.5,2.2,1.6,1.25,2.5,3,3,2,1,2,1,1,2,2,2,3,1,3,3,2,1,1,1
SVK,70300213,70300,SVK06,1,2,347,178,169,15.087,23,1.4,2.4,2,2.5,1,1,2,1,2,3,1,3,3,2,1,2,4,3,3,3,1,1
SVK,70300214,70300,SVK04,1,1,160,79,81,12.3077,13,1.6,2.4,2,2.25,2,2,1,1,2,3,3,3,1,2,3,3,2,1,3,2,2,1
SVK,70300215,70300,SVK05,1,1,155,76,79,11.0714,14,1.6,1.8,1.5,3,1,1,3,1,2,3,1,2,1,2,2,2,4,4,3,1,1,1
SVK,70300216,70300,SVK06,1,3,265,176,89,16.5625,16,2,1.6,1.75,1.25,2,2,3,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2
SVK,70300217,70300,SVK05,1,2,132,58,74,9.7778,13.5,1.4,1.6,1.75,1.5,2,1,2,1,1,2,1,2,2,1,1,1,3,1,2,2,2,1
SVK,70300218,70300,SVK21,3,1,316,76,240,14.0444,22.5,1.8,2,1.5,1,2,2,2,1,2,3,1,2,2,2,1,1,1,1,2,2,1,1
SVK,70300219,70300,SVK03,2,1,190,93,97,12.2581,15.5,2,1.8,2.5,1.5,2,2,3,1,2,2,1,2,2,2,1,1,3,1,2,2,3,3
SVK,70300220,70300,SVK03,1,1,67,31,36,5.1538,13,1.4,1.2,2.5,2.75,1,1,2,1,2,2,1,1,1,1,3,3,3,2,2,2,3,3
SVK,70300221,70300,SVK08,1,1,158,74,84,8.7778,18,2,1.4,2,1.75,3,3,2,1,1,2,1,1,2,1,1,1,4,1,2,2,2,2
SVK,70300222,70300,SVK19,3,3,462,95,367,10.8706,42.5,1.6,1.2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
SVK,70300223,70300,SVK01,3,1,484,237,247,17.6,27.5,2.2,2,2,3.25,2,2,3,2,2,2,2,2,2,2,4,3,3,3,2,2,2,2
SVK,70300224,70300,SVK23,3,1,117,5,112,10.6364,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SVK,70300225,70300,SVK06,3,1,650,329,321,15.8537,41,1.6,1.8,1,1,2,2,2,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1
SVK,70300226,70300,SVK21,3,1,556,420,136,19.1724,29,1,1,2.75,2.25,1,1,1,1,1,1,1,1,1,1,4,1,2,2,4,3,2,2
SVK,70300227,70300,SVK06,2,2,531,272,259,12.6429,42,1.6,2,1.75,2.25,2,2,2,1,1,2,2,2,2,2,1,1,4,3,1,2,3,1
SVK,70300228,70300,SVK10,3,1,370,149,221,13.2143,28,1.8,2,2.25,1.5,1,2,2,2,2,2,2,2,2,2,3,1,1,1,3,3,1,2
SVK,70300229,70300,SVK14,2,1,268,107,161,11.1667,24,1,1.8,1.75,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,2,2,1,2
SVK,70300230,70300,SVK12,3,1,411,144,267,11.1081,37,1,1.2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
SVK,70300231,70300,SVK07,1,2,243,126,117,11.8537,20.5,1.8,2,1.25,1.5,1,2,3,1,2,3,2,2,1,2,3,1,1,1,1,2,1,1
SVK,70300232,70300,SVK04,2,1,247,132,115,11.7619,21,1.8,2.8,3.75,2.75,2,2,3,1,1,3,3,3,2,3,3,1,4,3,4,3,4,4
SVK,70300233,70300,SVK04,3,1,660,309,351,15.7143,42,2.2,2,1.25,1.5,2,2,3,2,2,2,3,3,1,1,1,1,3,1,2,1,1,1
SVK,70300235,70300,SVK05,1,3,441,238,203,14.7,30,2.4,1,2.75,1.5,4,4,2,1,1,1,1,1,1,1,1,1,3,1,2,3,4,2
SVK,70300237,70300,SVK07,3,1,500,261,239,12.6582,39.5,2.6,2,2.5,1.75,3,3,3,1,3,2,2,2,2,2,1,1,3,2,2,2,3,3
SVK,70300238,70300,SVK01,4,1,354,171,183,12,29.5,1.6,1,2,1.75,2,2,2,1,1,1,1,1,1,1,1,1,4,1,3,3,1,1
SVK,70300239,70300,SVK24,4,1,396,327,69,10.1538,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300240,70300,SVK01,4,1,386,275,111,14.2963,27,2,2.6,1.5,3,2,2,3,1,2,3,3,3,2,2,4,3,3,2,2,2,1,1
SVK,70300241,70300,SVK24,3,1,216,46,170,5.6104,38.5,1.4,1.2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
SVK,70300242,70300,SVK01,1,3,300,165,135,10.3448,29,1,2.4,3.5,3,1,1,1,1,1,3,2,3,1,3,4,1,4,3,4,4,4,2
SVK,70300244,70300,SVK03,1,3,210,102,108,11.6667,18,1.2,1.8,1.75,1.5,1,1,1,1,2,1,1,3,2,2,1,1,3,1,1,1,4,1
SVK,70300245,70300,SVK24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300246,70300,SVK08,2,1,233,128,105,5.825,40,2.4,2,2.75,2.75,3,3,2,2,2,2,2,2,2,2,1,2,4,4,2,3,3,3
SVK,70300247,70300,SVK15,3,1,479,201,278,14.0882,34,1.4,2,1,1,2,2,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1
SVK,70300248,70300,SVK07,2,3,479,239,240,14.5152,33,2.4,1.4,3.5,1.5,3,3,3,2,1,2,1,2,1,1,2,1,2,1,3,3,4,4
SVK,70300249,70300,SVK02,2,3,195,105,90,12.5806,15.5,1.2,1.2,1.25,1.25,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1
SVK,70300250,70300,SVK03,2,3,389,179,210,15.8776,24.5,2.2,1.2,2.75,3,2,3,2,2,2,2,1,1,1,1,3,3,4,2,2,3,3,3
SVK,70300251,70300,SVK17,4,1,339,332,7,16.95,20,2.2,1.4,1,2.5,3,3,3,1,1,2,1,2,1,1,4,4,1,1,1,1,1,1
SVK,70300252,70300,SVK07,1,3,189,100,89,NA,15,3,1.6,2,2.75,4,4,3,2,2,1,1,3,2,1,4,4,2,1,3,3,1,1
SVK,70300254,70300,SVK08,1,1,68,39,29,6.1818,11,2.6,1.6,2.5,2.5,3,3,3,1,3,2,1,1,3,1,3,2,4,1,4,4,1,1
SVK,70300255,70300,SVK15,3,1,133,76,57,8.5806,15.5,1.6,1.8,2.75,1.75,2,2,2,1,1,2,1,2,2,2,1,2,3,1,2,3,3,3
SVK,70300256,70300,SVK17,4,2,641,115,526,14.0879,45.5,1.2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SVK,70300257,70300,SVK07,1,1,428,214,214,13.375,32,2.2,1,1.5,1.5,3,3,2,2,1,1,1,1,1,1,1,1,3,1,2,2,1,1
SVK,70300258,70300,SVK03,3,1,485,294,191,7.6984,63,1,1,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
SVK,70300259,70300,SVK05,3,1,377,193,184,15.7083,24,2.4,1,2.5,2,3,3,3,1,2,1,1,1,1,1,2,1,4,1,3,3,2,2
SVK,70300260,70300,SVK06,3,1,380,177,203,9.1566,41.5,1.4,1.8,1,1.5,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1
SVK,70300261,70300,SVK15,3,1,1083,465,618,11.5829,93.5,2,2,2,1.5,2,2,2,2,2,2,2,3,2,1,3,1,1,1,3,3,1,1
SVK,70300262,70300,SVK19,3,1,355,131,224,12.2414,29,2.6,1.4,2.25,1.5,3,3,3,2,2,2,1,2,1,1,1,1,3,1,4,3,1,1
SVK,70300263,70300,SVK07,2,1,124,59,65,NA,18,1.6,1,4,2.25,2,2,2,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4
SVK,70300264,70300,SVK17,4,1,349,109,240,14.8511,23.5,2.2,2.2,2.75,1,3,3,2,1,2,2,1,4,2,2,1,1,1,1,3,3,2,3
SVK,70300265,70300,SVK06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300266,70300,SVK04,2,3,288,151,137,9.7627,29.5,1.6,1.2,1.5,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1
SVK,70300267,70300,SVK01,4,1,718,369,349,18.8947,38,1.6,1.6,1.25,2.25,1,1,2,2,2,2,1,2,2,1,3,1,4,1,1,1,2,1
SVK,70300268,70300,SVK06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300270,70300,SVK22,3,2,353,60,293,9.5405,37,2,2,1.5,1.5,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,1,1
SVK,70300271,70300,SVK10,2,1,206,95,111,11.1351,18.5,1.4,1.8,4,1.5,2,2,1,1,1,2,1,2,2,2,2,2,1,1,4,4,4,4
SVK,70300272,70300,SVK03,1,1,82,42,40,10.25,8,2.2,2,3,3,2,2,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3
SVK,70300273,70300,SVK06,1,3,182,92,90,9.5789,19,1.8,2.2,2.75,2.25,1,1,3,1,3,3,2,2,2,2,1,3,4,1,2,3,4,2
SVK,70300274,70300,SVK08,2,1,NA,NA,NA,NA,16,2.8,1,2,1.5,4,4,2,2,2,1,1,1,1,1,1,1,3,1,2,3,1,2
SVK,70300275,70300,SVK07,1,1,207,117,90,12.9375,16,2.8,1.8,2.75,2,4,4,3,1,2,1,1,3,2,2,1,2,4,1,2,2,3,4
SVK,70300276,70300,SVK02,3,1,682,325,357,17.05,40,2,2.2,1.5,3,2,2,2,2,2,2,1,3,3,2,3,2,4,3,1,2,1,2
SVK,70300277,70300,SVK05,2,1,578,283,295,16.5143,35,2.2,1.8,1.5,1.5,3,3,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2
SVK,70300278,70300,SVK01,3,3,27,27,0,4.9091,5.5,1,1.4,3.25,2.75,1,1,1,1,1,1,2,2,1,1,3,2,3,3,4,3,3,3
SVK,70300279,70300,SVK05,2,1,254,140,114,13.7297,18.5,3.4,2.2,1.25,2.25,4,4,4,1,4,3,1,3,2,2,3,2,2,2,1,1,1,2
SVK,70300280,70300,SVK21,3,3,69,43,26,NA,16,1.8,1.6,3.5,2.25,3,3,1,1,1,1,1,4,1,1,4,3,1,1,4,2,4,4
SVK,70300281,70300,SVK06,3,1,685,392,293,12.5688,54.5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
SVK,70300282,70300,SVK01,3,NA,705,341,364,16.3953,43,2,2.4,1.75,2.5,2,2,2,2,2,2,3,3,2,2,3,2,4,1,1,3,2,1
SVK,70300283,70300,SVK14,1,1,480,164,316,13.5211,35.5,1,1.6,2.25,1.5,1,1,1,1,1,2,1,2,2,1,3,1,1,1,2,1,3,3
SVK,70300284,70300,SVK22,2,1,211,211,0,7.2759,29,1.8,2,2.5,1.25,2,2,2,1,2,1,3,3,1,2,2,1,1,1,2,2,4,2
SVK,70300285,70300,SVK23,4,1,413,83,330,11.6338,35.5,1.2,1,2,1.25,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2
SVK,70300286,70300,SVK04,2,3,77,41,36,3.85,20,1.6,1.2,1.5,3,2,3,1,1,1,2,1,1,1,1,3,3,3,3,1,1,1,3
SVK,70300287,70300,SVK20,3,1,278,273,5,15.8857,17.5,2,2.2,2.75,2,3,3,2,1,1,3,2,2,2,2,3,3,1,1,3,3,3,2
SVK,70300288,70300,SVK08,2,2,539,314,225,17.1111,31.5,1.8,1.4,1.25,1.75,3,3,1,1,1,1,1,2,2,1,3,2,1,1,2,1,1,1
SVK,70300289,70300,SVK05,2,3,336,164,172,13.44,25,1.6,1.8,1,1.25,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1
SVK,70300290,70300,SVK02,3,2,52,30,22,NA,10,1.4,1.2,1.25,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1
SVK,70300291,70300,SVK08,2,2,122,74,48,6.4211,19,2.2,1,3,1.75,4,4,1,1,1,1,1,1,1,1,1,1,4,1,4,3,4,1
SVK,70300292,70300,SVK05,1,3,245,114,131,11.6667,21,3,2,1,1.75,4,4,3,2,2,2,1,3,2,2,1,1,3,2,1,1,1,1
SVK,70300293,70300,SVK03,3,1,103,48,55,7.3571,14,2.2,1,3.25,1.75,4,3,2,1,1,1,1,1,1,1,2,1,3,1,2,3,4,4
SVK,70300294,70300,SVK04,2,2,450,208,242,11.6883,38.5,1.6,1.8,3,2.5,1,1,2,2,2,2,1,2,2,2,2,3,3,2,3,2,4,3
SVK,70300295,70300,SVK01,4,1,123,68,55,5.8571,21,1,1.6,1.75,2.75,1,1,1,1,1,2,1,2,2,1,3,3,4,1,1,1,3,2
SVK,70300296,70300,SVK01,2,3,448,232,216,16.9057,26.5,1.2,1,1,2.25,1,1,2,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1
SVK,70300297,70300,SVK19,3,1,230,213,17,14.8387,15.5,2.2,1.4,2.75,1.5,3,3,3,1,1,3,1,1,1,1,2,1,2,1,3,3,3,2
SVK,70300298,70300,SVK10,3,1,295,107,188,11.8,25,1,1,1.5,2,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,3,1,1
SVK,70300299,70300,SVK16,4,1,515,235,280,13.5526,38,1.4,1.4,1.25,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1
SVK,70300300,70300,SVK24,2,1,56,22,34,NA,15.5,2.2,1.2,1.75,1,4,4,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1
