CNT,CNTSCHID,REGION,STRATUM,SC001Q01TA,SC011Q01TA,SCHSIZE,SC002Q01TA,SC002Q02TA,STRATIO,TOTAT,student_behavior_issue_mean,teacher_behavior_issue_mean,resources_issue_mean,staff_issues_mean,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA
POL,61600113,61600,POL03,3,1,384,241,143,7.7576,49.5,2,1,1,1.75,3,3,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1
POL,61600114,61600,POL04,3,1,127,127,0,6.8649,18.5,2,1.4,1.25,2,2,3,2,1,2,1,1,2,2,1,3,3,1,1,1,2,1,1
POL,61600115,61600,POL04,3,1,471,310,161,18.1154,26,2,1.4,1,1.75,2,2,2,2,2,1,1,2,2,1,2,3,1,1,1,1,1,1
POL,61600116,61600,POL02,5,1,193,121,72,5.5143,35,2.2,2.2,1,1.25,2,3,3,1,2,3,2,2,2,2,2,1,1,1,1,1,1,1
POL,61600117,61600,POL01,3,2,906,439,467,13.4222,67.5,1.4,1.6,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
POL,61600118,61600,POL03,1,1,92,67,25,7.6667,12,1.4,2,1.75,1.25,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,3,2,1
POL,61600120,61600,POL02,2,1,516,221,295,12.1412,42.5,2,1,1.25,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
POL,61600121,61600,POL03,3,1,705,201,504,9.9296,71,3,1,3,2,3,3,3,3,3,1,1,1,1,1,3,3,1,1,3,3,3,3
POL,61600122,61600,POL03,1,3,267,167,100,7.2162,37,2,2,1,1.25,2,3,2,1,2,2,2,1,3,2,1,2,1,1,1,1,1,1
POL,61600123,61600,POL03,4,3,643,67,576,9.4559,68,2,2.2,2,2,3,3,2,1,1,3,2,2,2,2,3,3,1,1,2,2,3,1
POL,61600124,61600,POL02,2,1,500,162,338,11.236,44.5,2.6,1.8,2,2,3,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2
POL,61600125,61600,POL03,5,3,576,551,25,8.7273,66,3.4,2.2,2,3.5,4,4,4,2,3,2,2,3,2,2,4,4,3,3,2,2,2,2
POL,61600126,61600,POL02,3,1,195,90,105,9.5122,20.5,1.4,2,1.5,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1
POL,61600127,61600,POL02,3,1,375,101,274,5.7252,65.5,2.2,1.8,1.5,1.75,3,3,2,2,1,2,2,2,1,2,3,2,1,1,2,2,1,1
POL,61600128,61600,POL02,5,1,802,399,403,13.1475,61,1.4,1.6,1,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1
POL,61600129,61600,POL03,2,1,404,114,290,11.7101,34.5,1.2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600130,61600,POL02,5,1,107,66,41,7.1333,15,2,1.4,1.75,1.25,3,2,2,2,1,1,3,1,1,1,2,1,1,1,3,2,1,1
POL,61600131,61600,POL04,2,2,586,443,143,15.8378,37,1.6,1,1.5,4,2,3,1,1,1,1,1,1,1,1,4,4,4,4,2,2,1,1
POL,61600132,61600,POL02,4,1,777,255,522,12.95,60,1.6,1.6,1,2,2,2,1,2,1,2,2,1,1,2,2,1,3,2,1,1,1,1
POL,61600133,61600,POL01,2,2,809,444,365,10.1125,80,2,2.2,1.75,2,2,3,2,1,2,2,3,2,2,2,3,2,2,1,1,3,1,2
POL,61600134,61600,POL04,3,1,328,198,130,5.8571,56,3.4,2.4,3,2,4,4,3,3,3,3,2,3,2,2,3,3,1,1,3,3,3,3
POL,61600135,61600,POL02,3,1,725,275,450,9.2357,78.5,2,2,1,1.25,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
POL,61600136,61600,POL02,4,1,256,35,221,5.3895,47.5,1.6,1.6,1.75,1.5,2,2,1,1,2,2,1,1,3,1,3,1,1,1,3,2,1,1
POL,61600137,61600,POL02,4,2,242,100,142,9.3077,26,2.4,1.6,1.75,1,4,4,1,1,2,2,2,2,1,1,1,1,1,1,3,2,1,1
POL,61600138,61600,POL02,4,1,600,211,389,10.6195,56.5,1.2,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4
POL,61600139,61600,POL02,2,2,585,225,360,12.0619,48.5,1.8,2,3,1.25,2,2,2,1,2,2,2,2,2,2,2,1,1,1,3,3,3,3
POL,61600140,61600,POL03,3,1,520,302,218,10.6122,49,1.8,1.2,2.25,1.5,3,3,1,1,1,2,1,1,1,1,2,2,1,1,2,1,3,3
POL,61600141,61600,POL03,4,3,106,50,56,NA,NA,1.6,1.2,1,1.25,2,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
POL,61600142,61600,POL02,3,1,329,100,229,5.7719,57,1.4,2,3,1,1,3,1,1,1,2,2,2,2,2,1,1,1,1,3,3,3,3
POL,61600143,61600,POL02,2,2,546,304,242,15.3803,35.5,2.4,1.6,1.5,2,3,3,2,2,2,2,1,2,2,1,3,3,1,1,2,2,1,1
POL,61600144,61600,POL01,5,3,529,269,260,7.7226,68.5,1.8,1.2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600145,61600,POL02,4,1,1055,393,662,12.1264,87,2.4,2,1.25,1.5,3,4,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1
POL,61600146,61600,POL03,4,1,641,252,389,9.7863,65.5,1.6,1,1.5,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2
POL,61600147,61600,POL02,3,2,199,57,142,8.1224,24.5,2,1.4,1,2.5,3,4,1,1,1,2,2,1,1,1,4,4,1,1,1,1,1,1
POL,61600148,61600,POL03,4,3,616,278,338,12.0784,51,2,1.4,1,2,2,2,2,2,2,2,1,2,1,1,3,3,1,1,1,1,1,1
POL,61600149,61600,POL02,4,1,552,260,292,12.1319,45.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600150,61600,POL03,3,1,721,198,523,11.536,62.5,2.4,1.8,2,2.75,3,3,2,2,2,2,1,2,2,2,3,2,3,3,2,2,3,1
POL,61600151,61600,POL02,3,1,310,63,247,10.3333,30,1.6,1,2.25,3.5,2,2,2,1,1,1,1,1,1,1,3,3,4,4,3,2,2,2
POL,61600152,61600,POL03,4,1,533,128,405,7.6691,69.5,2.2,1.2,1,1.25,2,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1
POL,61600153,61600,POL04,1,1,189,133,56,9.2195,20.5,2.8,1.4,2,1.5,3,4,3,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2
POL,61600154,61600,POL02,4,1,720,448,272,12,60,2.8,2.6,2,2.75,3,3,3,3,2,3,2,3,2,3,3,2,3,3,2,2,2,2
POL,61600155,61600,POL02,3,1,193,89,104,4.7073,41,2.4,1.2,1.5,1.25,3,3,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1
POL,61600156,61600,POL03,3,1,598,368,230,11.1776,53.5,2.4,2,2,2.5,3,3,2,2,2,2,2,2,2,2,3,4,1,2,3,3,1,1
POL,61600157,61600,POL02,3,1,545,166,379,10.6863,51,1.4,1.4,1.75,1.5,1,3,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2
POL,61600158,61600,POL02,4,1,811,275,536,11.2639,72,1.2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
POL,61600159,61600,POL03,3,1,472,380,92,13.2958,35.5,1.4,1.2,2,1.5,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2
POL,61600160,61600,POL02,3,1,532,147,385,11.6923,45.5,1.6,1.8,1.5,1,1,2,3,1,1,3,2,1,2,1,1,1,1,1,2,2,1,1
POL,61600161,61600,POL02,4,1,533,149,384,5.33,100,3,2,1,1.25,4,4,3,2,2,2,3,2,2,1,2,1,1,1,1,1,1,1
POL,61600162,61600,POL03,4,2,508,384,124,10.9247,46.5,1.8,1.2,1.75,1.5,2,3,1,1,2,1,2,1,1,1,3,1,1,1,1,1,2,3
POL,61600163,61600,POL03,3,1,815,244,571,11.1644,73,2.4,2,1.5,1.5,3,3,2,2,2,2,2,2,3,1,3,1,1,1,2,1,1,2
POL,61600164,61600,POL04,3,2,27,15,12,1.8621,14.5,2,1.2,1,1.25,3,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
POL,61600165,61600,POL02,4,1,1310,553,757,13.4359,97.5,2,1.6,2.5,1.5,2,3,2,2,1,2,1,2,2,1,2,1,2,1,3,2,2,3
POL,61600166,61600,POL03,3,1,949,623,326,10.2595,92.5,2.4,2.2,1.25,2.25,3,3,2,2,2,3,1,3,2,2,4,3,1,1,1,2,1,1
POL,61600167,61600,POL04,3,3,837,524,313,16.0962,52,3.6,2.8,3.25,2.5,4,4,4,3,3,3,4,3,2,2,4,2,2,2,3,3,4,3
POL,61600168,61600,POL03,3,1,659,640,19,9.763,67.5,1.6,1.2,1,1.5,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1
POL,61600169,61600,POL02,4,1,560,275,285,12.1739,46,1.6,1.6,2.25,1.5,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,3,2
POL,61600170,61600,POL02,4,3,402,254,148,7.8824,51,2.4,2.8,2.75,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,2,3,3
POL,61600171,61600,POL03,3,1,451,389,62,7.3934,61,1.8,2.4,2,3.25,2,2,2,1,2,2,2,3,2,3,4,3,3,3,2,2,2,2
POL,61600172,61600,POL04,3,3,239,162,77,9.3725,25.5,2.2,1.6,1.25,1.25,3,3,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1
POL,61600173,61600,POL03,2,1,625,267,358,8.0128,78,1.6,2,1,2.25,2,2,2,1,1,2,2,2,2,2,3,2,2,2,1,1,1,1
POL,61600174,61600,POL02,3,1,436,111,325,8.3846,52,1.2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600175,61600,POL02,3,1,421,111,310,12.5672,33.5,1.6,1.4,1,1.5,2,2,1,2,1,1,2,2,1,1,3,1,1,1,1,1,1,1
POL,61600176,61600,POL01,2,3,299,162,137,8.6667,34.5,1.8,1.4,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1
POL,61600177,61600,POL02,2,1,153,86,67,4.9355,31,2,1.6,2,2,3,2,2,2,1,2,1,2,2,1,2,1,3,2,2,1,1,4
POL,61600178,61600,POL03,2,2,253,233,20,9.3704,27,1.8,1.8,1,2,2,2,3,1,1,3,1,1,3,1,3,3,1,1,1,1,1,1
POL,61600179,61600,POL02,5,1,102,57,45,8.16,12.5,1.4,1.4,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
POL,61600180,61600,POL02,5,1,632,194,438,10.8966,58,1.2,1,1,1.5,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
POL,61600182,61600,POL03,4,2,926,668,258,8.614,107.5,2.4,1.6,3,2.5,3,3,2,2,2,2,1,2,2,1,2,3,3,2,3,3,3,3
POL,61600183,61600,POL01,1,3,266,136,130,8.8667,30,1.8,1.6,2,1.25,1,3,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2
POL,61600184,61600,POL03,4,1,700,400,300,NA,NA,2.4,1,1,2.5,2,2,2,3,3,1,1,1,1,1,2,3,3,2,1,1,1,1
POL,61600185,61600,POL01,1,1,114,68,46,7.8621,14.5,2,1.6,1,1,3,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1
POL,61600186,61600,POL01,5,3,743,382,361,9.5871,77.5,2,1.4,1,1.75,2,3,2,1,2,1,2,2,1,1,3,2,1,1,1,1,1,1
POL,61600187,61600,POL03,4,1,711,325,386,13.8058,51.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
POL,61600188,61600,POL02,3,1,427,178,249,7.6937,55.5,1.8,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600189,61600,POL02,2,2,249,114,135,7.4328,33.5,2.2,1.4,1.5,1.75,3,3,2,2,1,2,2,1,1,1,3,2,1,1,2,2,1,1
POL,61600190,61600,POL02,5,1,724,303,421,12.7018,57,1.8,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
POL,61600191,61600,POL02,4,1,851,323,528,13.4016,63.5,1.6,1.8,1.5,1.25,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,3
POL,61600192,61600,POL03,4,3,443,361,82,10.1839,43.5,2.2,1,1.25,1.25,2,3,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1
POL,61600193,61600,POL02,3,1,45,16,29,3.4615,13,1,1,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
POL,61600194,61600,POL02,4,1,534,187,347,13.35,40,1.2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600195,61600,POL03,3,1,110,63,47,6.875,16,2.8,1,2,2.5,4,4,2,2,2,1,1,1,1,1,2,2,3,3,2,2,3,1
POL,61600196,61600,POL02,3,1,1013,323,690,12.2788,82.5,1.4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600197,61600,POL03,3,1,726,212,514,13.0811,55.5,2.8,1.2,1.5,1,4,4,3,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1
POL,61600198,61600,POL03,3,1,417,400,17,12.4478,33.5,2.6,1.8,1.75,1.75,3,3,3,2,2,2,2,2,2,1,3,2,1,1,1,1,1,4
POL,61600199,61600,POL04,3,2,620,153,467,12.6531,49,2.4,1.4,3,2,2,4,2,3,1,3,1,1,1,1,1,3,3,1,3,3,3,3
POL,61600200,61600,POL02,3,1,526,187,339,10.6263,49.5,1.8,2.4,3.5,1.75,2,3,2,1,1,3,2,3,2,2,3,1,2,1,4,3,4,3
POL,61600201,61600,POL02,4,1,721,223,498,13.8654,52,1.6,1.6,1.75,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2
POL,61600203,61600,POL04,2,1,23,19,4,5.1111,4.5,2.4,1.8,2.25,3.5,3,3,2,2,2,2,1,2,2,2,3,3,4,4,3,2,2,2
POL,61600205,61600,POL02,3,1,47,27,20,2.5405,18.5,2,1.4,1.75,1.75,2,3,2,1,2,1,2,2,1,1,3,2,1,1,1,3,1,2
POL,61600206,61600,POL02,3,1,341,98,243,10.4923,32.5,2,3,1.25,2.25,4,3,1,1,1,3,3,3,3,3,4,3,1,1,1,1,1,2
POL,61600207,61600,POL02,3,1,475,167,308,11.7284,40.5,2.4,1.6,2,1.5,3,3,3,1,2,2,1,2,2,1,3,1,1,1,2,2,2,2
POL,61600208,61600,POL02,3,1,732,272,460,15.25,48,2.6,2.4,2,2,3,3,2,2,3,3,2,3,2,2,3,3,1,1,2,2,2,2
POL,61600209,61600,POL03,3,1,449,316,133,12.4722,36,2.4,1.4,1,1,3,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1
POL,61600210,61600,POL03,3,1,88,85,3,5.0286,17.5,2.2,1.8,1,2.25,3,3,1,2,2,3,1,2,1,2,3,4,1,1,1,1,1,1
POL,61600211,61600,POL03,2,1,660,390,270,11.6814,56.5,2.6,2.6,3.5,1.5,3,3,3,2,2,2,3,4,2,2,2,2,1,1,4,4,3,3
POL,61600212,61600,POL03,4,1,1428,1327,101,12,119,1.6,1,1.25,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
POL,61600213,61600,POL02,4,1,715,206,509,9.1667,78,2.2,2.6,2.5,2.25,2,3,2,2,2,3,3,3,2,2,3,2,2,2,3,3,2,2
POL,61600214,61600,POL03,2,1,457,177,280,9.6211,47.5,2.4,2.2,1,2.5,4,4,1,2,1,3,3,3,1,1,4,4,1,1,1,1,1,1
POL,61600215,61600,POL04,5,1,1050,636,414,20.1923,52,3,2.6,1.5,3,3,4,3,3,2,3,3,3,2,2,3,1,4,4,2,2,1,1
POL,61600216,61600,POL02,4,1,493,162,331,11.2045,44,1.8,2,2,1.75,3,3,1,1,1,1,2,3,2,2,3,2,1,1,3,3,1,1
POL,61600217,61600,POL02,4,1,407,148,259,11.6286,35,1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2
POL,61600218,61600,POL02,4,1,499,171,328,14.0563,35.5,2.4,2.4,1.25,2,3,3,2,2,2,3,1,3,2,3,1,1,3,3,1,2,1,1
POL,61600219,61600,POL02,3,1,376,146,230,13.193,28.5,2.2,1.8,2.5,1.25,2,3,2,2,2,2,1,2,2,2,2,1,1,1,3,2,3,2
POL,61600220,61600,POL02,3,1,39,19,20,5.5714,7,1.2,1.2,1,2,1,2,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1
POL,61600221,61600,POL03,3,1,1110,409,701,14.1401,78.5,2.4,2.4,1.25,2,3,3,3,2,1,2,1,2,3,4,3,3,1,1,2,1,1,1
POL,61600222,61600,POL03,3,1,648,497,151,10.8,60,2.2,1.2,1,1.25,3,3,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1
POL,61600223,61600,POL02,3,1,740,282,458,13.0973,56.5,2.2,2.6,2,1.5,2,3,2,2,2,2,2,3,3,3,1,1,2,2,2,2,2,2
POL,61600224,61600,POL03,2,2,336,151,185,6.72,50,2,1.6,2.75,3,3,3,2,1,1,2,1,2,1,2,3,3,3,3,2,2,3,4
POL,61600225,61600,POL03,3,1,947,787,160,18.5686,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600226,61600,POL02,4,1,1106,335,771,11.6421,95,1.8,1,2,1.25,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,3,3
POL,61600227,61600,POL03,1,1,400,252,148,7.0796,56.5,1.8,1.6,1,1.75,1,2,2,2,2,2,2,2,1,1,3,1,2,1,1,1,1,1
POL,61600228,61600,POL03,4,1,408,403,5,6.1353,66.5,3,2.2,2.75,2,3,4,3,3,2,3,2,2,2,2,3,2,2,1,2,3,3,3
POL,61600229,61600,POL03,2,1,140,100,40,5.0909,27.5,2.6,2.8,1,1,3,3,3,2,2,3,3,3,2,3,1,1,1,1,1,1,1,1
POL,61600230,61600,POL02,2,1,522,180,342,16.3125,32,1.6,1.2,1.5,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
POL,61600231,61600,POL03,3,1,863,515,348,12.7852,67.5,2,1,1.75,2,3,3,2,1,1,1,1,1,1,1,3,3,1,1,2,2,2,1
POL,61600232,61600,POL02,3,1,732,498,234,12.3025,59.5,1.8,1.2,1.75,1.25,2,3,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2
POL,61600233,61600,POL02,4,1,749,326,423,14.2667,52.5,1.4,1.2,2.5,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2
POL,61600234,61600,POL02,4,1,55,23,32,1,117.5,1.6,1.2,1.75,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2
POL,61600235,61600,POL02,4,1,362,122,240,10.6471,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POL,61600236,61600,POL03,3,1,692,135,557,11.072,62.5,1.6,1.4,1,1.5,1,2,2,2,1,1,2,2,1,1,3,1,1,1,1,1,1,1
POL,61600237,61600,POL01,4,1,552,281,271,8.0584,68.5,1.8,1.2,1.25,1.5,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1
POL,61600238,61600,POL03,2,1,867,562,305,11.2597,77,2,1.4,3,2.5,2,2,2,2,2,2,1,1,2,1,3,3,2,2,3,3,3,3
POL,61600239,61600,POL02,3,1,886,425,461,13.3233,66.5,2.4,1,2,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,2
POL,61600240,61600,POL03,3,1,346,229,117,11.1613,31,3,3.4,2.5,2,4,4,3,2,2,4,3,3,4,3,3,2,2,1,3,2,3,2
POL,61600241,61600,POL02,4,1,242,100,142,8.8,27.5,2.2,2.4,1.5,1.75,3,4,2,1,1,3,2,3,2,2,3,2,1,1,2,2,1,1
POL,61600242,61600,POL04,1,2,120,64,56,2.2018,54.5,2.6,2.4,3.5,1.5,2,4,3,2,2,3,2,3,2,2,1,1,2,2,3,4,4,3
POL,61600243,61600,POL03,4,1,446,289,157,11.4359,39,2.4,2.2,1.5,2,2,3,3,2,2,2,2,3,2,2,3,1,2,2,2,2,1,1
POL,61600244,61600,POL03,4,2,492,197,295,10.5806,46.5,2.2,2.2,1,1.25,2,3,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1
POL,61600245,61600,POL03,2,1,90,23,67,3.6,25,2,1.8,2,1.25,3,3,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2
POL,61600246,61600,POL02,4,1,597,189,408,12.8387,46.5,1.8,1.4,2.25,1.25,3,3,1,1,1,2,1,1,2,1,2,1,1,1,3,2,2,2
POL,61600247,61600,POL04,3,3,251,156,95,7.3824,34,3.2,2,1,1,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1
POL,61600248,61600,POL02,5,2,796,346,450,13.8435,57.5,1.4,1.4,1,2.5,2,2,1,1,1,1,2,1,2,1,4,4,1,1,1,1,1,1
POL,61600249,61600,POL02,4,2,137,64,73,9.7857,14,2,1,1.25,1.25,2,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1
POL,61600250,61600,POL03,3,1,988,824,164,12.1975,81,2.4,2.2,1.25,3.75,3,3,2,2,2,2,3,2,2,2,4,3,4,4,1,2,1,1
SVK,70300001,70300,SVK22,3,1,181,174,7,6.9615,26,2.8,2.4,2.75,2.25,3,3,4,2,2,2,2,3,3,2,1,2,3,3,3,4,2,2
SVK,70300002,70300,SVK19,3,2,425,399,26,9.8837,43,2.6,2.2,1.75,1.5,3,3,3,2,2,3,2,2,2,2,3,1,1,1,3,2,1,1
SVK,70300003,70300,SVK01,4,1,548,280,268,11.4167,48,2,1.6,1.75,2.25,2,2,3,1,2,1,1,2,3,1,4,1,3,1,3,2,1,1
SVK,70300004,70300,SVK07,1,3,245,117,128,8.4483,29,3.2,1.6,2.75,1.5,4,4,4,2,2,2,1,3,1,1,1,1,3,1,1,2,4,4
SVK,70300005,70300,SVK08,1,1,510,253,257,20.4,25,2,1.8,1,1,3,3,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1
SVK,70300006,70300,SVK05,3,1,627,307,320,16.0769,39,2,2.6,1,1.25,2,2,3,1,2,2,3,3,3,2,1,1,2,1,1,1,1,1
SVK,70300007,70300,SVK06,1,3,342,162,180,14.5532,23.5,1.2,1.8,1,2.75,1,1,2,1,1,2,1,2,2,2,4,3,2,2,1,1,1,1
SVK,70300008,70300,SVK06,1,3,90,52,38,7.5,12,1.4,1.2,1.75,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2
SVK,70300009,70300,SVK22,3,1,283,61,222,10.4815,27,2,2,2,1,3,3,2,1,1,2,1,3,3,1,1,1,1,1,3,3,1,1
SVK,70300010,70300,SVK07,3,1,721,347,374,16.7674,43,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
SVK,70300011,70300,SVK07,1,3,863,450,413,15.9815,54,3.6,1.4,2.25,2.5,4,4,4,4,2,1,2,2,1,1,4,4,1,1,1,1,4,3
SVK,70300012,70300,SVK04,3,1,769,416,353,13.0339,59,1.6,2.2,3.25,2.75,1,2,3,1,1,3,2,3,1,2,3,1,4,3,3,4,3,3
SVK,70300013,70300,SVK02,1,3,390,200,190,16.25,24,1.2,1.2,3.25,2.75,1,1,2,1,1,2,1,1,1,1,3,2,3,3,4,4,3,2
SVK,70300014,70300,SVK04,2,3,550,284,266,15.942,34.5,1.8,2.4,3,2.3333333333333335,1,1,3,2,2,2,2,3,3,2,3,NA,3,1,2,2,4,4
SVK,70300015,70300,SVK15,2,2,158,76,82,13.1667,12,1.4,1.2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,1
SVK,70300016,70300,SVK08,1,2,104,55,49,6.1176,17,1.6,2,2.5,1.25,1,1,3,1,2,1,1,2,2,4,2,1,1,1,3,3,2,2
SVK,70300017,70300,SVK02,1,2,304,168,136,10.1333,30,1.4,1.6,1,1.75,2,2,1,1,1,2,2,2,1,1,1,1,3,2,1,1,1,1
SVK,70300018,70300,SVK02,2,1,241,117,124,8.6071,28,2.8,1.4,3,2.5,3,3,4,2,2,1,1,2,2,1,3,1,4,2,4,4,2,2
SVK,70300020,70300,SVK01,4,1,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,70300021,70300,SVK03,3,1,507,279,228,10.9032,46.5,2.4,2.8,2,2.25,3,3,2,1,3,3,2,4,3,2,1,2,3,3,2,3,1,2
SVK,70300022,70300,SVK07,3,1,511,272,239,11.6136,44,2.6,1.2,1.75,1.5,3,3,3,2,2,1,1,2,1,1,1,1,3,1,2,2,2,1
SVK,70300023,70300,SVK02,1,3,108,55,53,6.9677,15.5,1.4,1.4,2.25,1.5,1,1,2,1,2,1,1,2,2,1,1,1,3,1,3,3,1,2
SVK,70300024,70300,SVK02,1,3,235,156,79,17.4074,13.5,2,1.2,1,2.5,3,3,NA,1,1,1,1,2,1,1,NA,2,3,NA,1,1,1,1
SVK,70300025,70300,SVK04,3,1,349,176,173,13.96,25,1.6,1.6,1,1.25,2,2,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1
SVK,70300026,70300,SVK16,4,1,584,211,373,14.6,40,1,1.6,1.25,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1
SVK,70300027,70300,SVK03,1,2,367,188,179,11.1212,33,1.4,1.4,1.25,1.75,2,2,1,1,1,2,1,1,2,1,1,1,4,1,1,2,1,1
SVK,70300028,70300,SVK03,2,1,307,159,148,10.0656,30.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
SVK,70300029,70300,SVK03,2,1,184,99,85,6.9434,26.5,2,1.4,1.75,1,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,3,1,1
SVK,70300030,70300,SVK02,1,3,286,154,132,16.3429,17.5,1.6,1.2,3,2,1,1,3,1,2,2,1,1,1,1,2,1,3,2,4,2,4,2
SVK,70300031,70300,SVK01,2,3,1344,675,669,13.1122,102.5,2,2.4,2.75,2,2,2,3,1,2,3,2,2,2,3,3,3,1,1,3,2,3,3
SVK,70300032,70300,SVK20,3,1,341,331,10,11.7586,29,2.4,2.4,2.5,2.5,3,3,3,1,2,2,2,3,3,2,4,3,2,1,3,3,2,2
SVK,70300033,70300,SVK16,4,1,NA,NA,NA,NA,NA,1,1.2,1,2.25,1,1,1,1,1,1,1,1,1,2,3,1,3,2,1,1,1,1
SVK,70300034,70300,SVK08,1,1,185,93,92,10.8824,17,3,1.8,2,2.5,4,4,3,2,2,2,1,2,2,2,3,2,3,2,2,2,2,2
SVK,70300035,70300,SVK11,3,1,93,29,64,7.75,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
